eid,probe,bz,bz_sign,clock,cone,sza,dp,ma,bx,Dn_mem,EB_mem,n_near,beta_near,T_near,n_mem,cls
2019-11-29_tha,tha,-1.08,0,253.8,82.4,21.3,2.22,10.1,0.7,0.8047,2.8509,18.71,0.3218,140.7,510,AMBIGUOUS
2019-11-30_tha,tha,-0.62,0,260.5,78.0,21.3,2.26,10.5,1.08,0.7693,2.6138,18.25,0.3197,141.2,514,AMBIGUOUS
2019-12-01_tha,tha,1.58,1,297.0,48.1,20.8,3.36,15.0,3.02,3.7815,4.8422,46.31,2.1693,160.6,436,AMBIGUOUS
2019-12-02_the,the,1.33,1,314.4,46.5,19.0,1.62,15.7,1.94,0.7941,3.3996,36.68,1.6748,143.2,521,CONFIRMED_PDL
2019-12-03_thd,thd,-0.85,0,116.3,69.8,16.6,1.53,17.9,-0.84,0.8312,3.3223,31.95,1.9603,128.5,462,AMBIGUOUS
2019-12-03_the,the,-1.27,0,133.0,59.0,19.2,1.52,18.9,-1.15,0.2287,4.8064,11.72,0.3009,156.3,235,AMBIGUOUS
2019-12-04_tha,tha,-0.58,0,120.4,89.1,21.2,2.6,22.3,-0.04,1.1295,1.1066,63.44,13.44,122.7,739,AMBIGUOUS
2019-12-04_the,the,1.03,1,301.3,75.5,18.9,2.12,21.4,-0.61,0.5016,4.9397,32.26,0.5625,117.4,394,CONFIRMED_PDL
2019-12-05_the,the,0.9,1,293.5,78.0,19.1,2.0,19.0,-0.52,0.6924,4.2867,44.62,0.9651,122.1,428,CONFIRMED_PDL
2019-12-06_thd,thd,0.58,1,286.6,54.2,16.2,1.16,10.5,2.42,1.6639,1.7914,35.87,6.1694,169.2,694,AMBIGUOUS
2019-12-08_the,the,0.56,1,48.8,29.3,18.9,1.82,10.4,4.1,1.6639,0.9737,43.1,6.3129,171.2,541,AMBIGUOUS
2019-12-09_thd,thd,0.04,1,271.7,46.6,15.7,1.19,8.8,3.0,0.8019,2.6355,22.77,0.7524,121.7,643,CONFIRMED_PDL
2019-12-09_the,the,1.13,1,290.5,52.0,18.6,1.95,9.9,2.96,1.3654,1.0875,81.09,31.8785,152.9,525,AMBIGUOUS
2019-12-10_thd,thd,2.88,1,299.4,87.7,16.3,1.58,7.2,-0.24,1.1015,1.5156,19.24,0.6726,167.1,606,AMBIGUOUS
2019-12-11_thd,thd,-0.74,0,139.0,80.0,16.0,1.12,12.7,0.52,0.9055,1.4147,11.45,1.8391,259.0,546,AMBIGUOUS
2019-12-11_the,the,-0.76,0,259.1,80.0,17.9,2.48,8.9,-0.95,2.0452,8.2766,21.03,0.8199,248.5,88,AMBIGUOUS
2019-12-14_thd,thd,0.9,1,282.2,43.0,15.8,2.11,7.8,4.74,1.5712,0.9725,49.85,8.2329,179.3,541,AMBIGUOUS
2019-12-18_thd,thd,1.71,1,68.4,78.5,16.2,3.6,12.0,1.12,1.8537,1.4767,36.33,4.0038,340.6,445,AMBIGUOUS
2019-12-18_the,the,-3.43,0,126.8,68.8,17.8,3.42,8.7,-2.57,1.0635,1.1539,34.49,2.3946,334.6,401,AMBIGUOUS
2019-12-19_thd,thd,0.94,1,77.8,79.2,14.6,3.49,11.7,1.09,1.5332,1.3169,35.39,3.9612,335.8,451,AMBIGUOUS
2019-12-22_thd,thd,1.19,1,74.0,71.9,25.0,0.85,6.6,-1.55,1.0594,1.6726,18.07,0.9391,127.9,827,AMBIGUOUS
2019-12-26_the,the,0.13,1,272.4,76.0,24.7,2.0,13.0,-0.92,1.1745,2.105,42.18,3.4366,201.3,569,AMBIGUOUS
2019-12-29_thd,thd,-0.65,0,261.9,79.5,28.2,1.68,9.6,0.88,1.6772,1.3498,60.34,4.9088,107.3,594,AMBIGUOUS
2020-11-22_tha,tha,-0.68,0,98.4,47.4,15.5,3.41,6.6,-6.57,1.4621,0.8111,40.37,8.6462,371.4,685,AMBIGUOUS
2020-11-22_thd,thd,-0.68,0,98.4,47.4,17.3,3.41,6.6,-6.57,1.2783,1.1637,44.21,3.6527,324.3,571,AMBIGUOUS
2020-12-06_tha,tha,-2.13,0,137.7,42.1,11.9,2.36,12.2,-3.5,2.3634,0.7926,39.91,4.624,166.9,759,AMBIGUOUS
2020-12-06_thd,thd,-1.93,0,143.7,41.1,11.2,2.58,12.7,-3.37,1.9841,1.0126,48.79,4.2186,179.4,615,AMBIGUOUS
2020-12-09_tha,tha,-1.5,0,229.8,59.0,10.9,2.64,11.0,2.85,0.1286,4.8255,2.99,0.0761,275.7,185,BOUNDARY_LAYER
2020-12-09_thd,thd,-1.88,0,210.7,54.4,10.3,2.29,10.5,3.14,1.0105,10.4094,11.95,0.2384,201.0,128,AMBIGUOUS
2020-12-09_the,the,-1.39,0,224.8,60.8,12.1,2.56,10.9,2.68,1.1834,1.6969,73.8,3.7145,162.5,516,AMBIGUOUS
2020-12-10_tha,tha,3.67,1,309.6,86.3,10.9,6.07,11.9,0.46,1.2486,1.7742,33.59,1.4798,379.3,495,AMBIGUOUS
2020-12-10_thd,thd,3.65,1,302.9,87.3,10.3,6.55,11.0,0.39,1.3207,1.8245,44.15,1.9929,403.5,395,AMBIGUOUS
2020-12-10_the,the,3.6,1,307.0,87.1,12.1,6.32,11.6,0.39,1.0002,2.0705,37.92,0.9933,347.3,336,AMBIGUOUS
2020-12-12_tha,tha,0.97,1,284.6,56.7,11.1,1.68,9.3,2.71,0.5539,2.2792,13.48,0.5241,172.6,723,CONFIRMED_PDL
2020-12-13_tha,tha,0.19,1,276.6,40.1,11.0,1.39,10.3,3.09,0.3009,2.9452,7.26,0.2196,143.1,479,AMBIGUOUS
2020-12-15_thd,thd,-1.21,0,188.5,30.3,10.5,1.83,14.4,2.98,1.3476,1.4487,79.77,7.381,86.3,626,AMBIGUOUS
2020-12-16_tha,tha,-1.04,0,199.5,44.8,10.1,1.81,15.2,2.41,2.1015,2.5417,58.1,3.6524,92.3,299,AMBIGUOUS
2020-12-16_thd,thd,-1.29,0,195.6,29.7,10.3,1.74,14.1,3.01,1.71,1.1893,79.56,7.0644,84.2,663,AMBIGUOUS
2020-12-16_the,the,-1.14,0,197.5,36.1,11.8,1.74,14.5,2.78,1.9847,1.0763,97.65,11.7206,103.8,436,AMBIGUOUS
2020-12-17_thd,thd,1.54,1,64.7,72.0,10.0,1.76,9.5,-1.51,0.5267,3.0734,29.66,0.4581,83.1,494,CONFIRMED_PDL
2020-12-17_the,the,1.71,1,59.6,71.5,11.5,1.84,10.3,-1.42,0.6904,4.217,45.19,0.5921,87.0,516,CONFIRMED_PDL
2020-12-18_thd,thd,-0.3,0,94.1,68.3,10.1,2.17,11.1,-1.74,1.2364,1.2191,81.44,5.6239,91.6,478,AMBIGUOUS
2020-12-18_the,the,-0.18,0,92.4,69.1,11.7,2.17,10.9,-1.71,0.8852,1.4498,66.65,2.834,104.5,341,AMBIGUOUS
2020-12-20_thd,thd,0.86,1,60.5,58.9,10.4,1.23,11.5,-1.75,0.3167,1.9848,7.67,0.3962,174.3,777,AMBIGUOUS
2020-12-21_the,the,-1.47,0,257.5,64.7,11.6,1.91,5.6,3.83,1.5492,1.8262,42.06,1.5461,169.8,114,AMBIGUOUS
2021-01-04_tha,tha,1.06,1,35.6,27.5,7.2,1.83,8.3,-5.02,1.5857,1.2776,55.18,2.2729,105.7,445,AMBIGUOUS
2021-01-07_tha,tha,-0.63,0,242.3,51.8,6.2,1.52,12.6,2.12,0.2611,2.8368,2.38,0.1273,303.9,593,AMBIGUOUS
2021-01-07_thd,thd,-0.56,0,253.9,44.4,8.5,1.42,10.8,2.78,0.1296,2.8011,1.48,0.1261,483.3,627,AMBIGUOUS
2021-01-09_the,the,0.32,1,274.7,78.0,8.6,1.24,9.4,0.89,1.0616,1.5188,32.32,1.439,124.1,718,AMBIGUOUS
2021-01-11_tha,tha,-5.26,0,117.6,74.6,5.9,5.19,6.1,-3.56,0.5348,1.9798,23.12,0.2436,189.2,428,AMBIGUOUS
2021-01-12_thd,thd,2.59,1,53.0,67.3,8.2,1.63,8.5,-2.05,0.7571,2.3989,15.72,0.4477,174.9,707,CONFIRMED_PDL
2021-01-12_the,the,2.49,1,55.5,69.1,8.4,1.65,8.6,-1.88,0.7684,2.5134,20.07,0.7479,230.4,545,CONFIRMED_PDL
2021-01-13_tha,tha,0.44,1,74.6,28.3,5.5,1.99,13.3,-3.32,1.3613,1.5702,30.58,3.8081,155.5,405,AMBIGUOUS
2021-01-13_thd,thd,0.21,1,81.6,26.9,7.8,1.96,13.0,-3.38,1.1613,2.3501,32.1,1.6363,171.9,442,AMBIGUOUS
2021-01-13_the,the,0.4,1,75.8,28.3,7.9,1.99,13.3,-3.32,0.7422,3.1397,23.98,0.6953,193.9,264,CONFIRMED_PDL
2021-01-14_tha,tha,0.62,1,68.6,30.2,5.0,2.04,13.2,-3.32,1.4331,1.87,30.04,2.489,150.1,335,AMBIGUOUS
2021-01-14_thd,thd,0.44,1,74.4,28.3,8.0,1.99,13.3,-3.32,1.1887,2.3172,32.1,1.6363,171.9,442,AMBIGUOUS
2021-01-14_the,the,0.44,1,74.4,28.3,7.9,1.99,13.3,-3.32,0.747,3.1289,23.98,0.6953,194.6,266,CONFIRMED_PDL
2021-01-15_thd,thd,0.74,1,68.8,75.0,7.3,1.84,19.0,-0.62,0.7272,2.1418,40.93,1.6382,124.2,256,CONFIRMED_PDL
2021-01-15_the,the,0.69,1,69.4,78.3,7.4,1.77,20.4,-0.46,0.4421,3.422,28.18,0.6665,131.1,365,CONFIRMED_PDL
2021-01-16_tha,tha,1.14,1,334.7,55.8,4.3,2.08,14.1,2.05,1.2942,1.8623,63.97,7.5887,114.4,564,AMBIGUOUS
2021-01-16_thd,thd,0.87,1,19.4,59.7,7.1,2.19,14.6,1.83,1.1488,1.183,72.98,10.5292,106.1,550,AMBIGUOUS
2021-01-16_the,the,0.94,1,5.1,54.7,7.2,2.14,14.5,2.1,0.8188,2.7826,60.22,2.3862,128.9,532,AMBIGUOUS
2021-01-17_thd,thd,-0.11,0,93.0,83.4,7.3,1.95,22.8,0.25,0.8781,3.9948,54.14,2.3543,117.0,499,AMBIGUOUS
2021-01-17_the,the,-0.1,0,92.7,85.0,7.4,1.94,22.7,0.19,0.831,3.0365,62.35,3.8394,127.8,331,AMBIGUOUS
2021-01-18_tha,tha,-0.58,0,103.2,61.6,4.6,2.55,14.5,-1.85,0.9213,2.9898,70.32,2.1889,100.6,720,AMBIGUOUS
2021-01-18_thd,thd,-0.01,0,90.2,60.1,7.5,2.47,16.1,-1.62,1.0836,3.1298,76.8,2.2018,98.9,593,AMBIGUOUS
2021-01-18_the,the,-0.3,0,96.8,62.6,7.5,2.53,14.8,-1.73,1.2953,2.1143,112.64,6.5958,101.4,497,AMBIGUOUS
2021-01-19_tha,tha,0.02,1,270.2,74.3,4.4,2.73,8.4,1.83,1.0317,2.9209,56.33,2.1248,122.2,611,AMBIGUOUS
2021-01-19_thd,thd,-0.62,0,263.9,78.7,7.5,2.72,9.1,1.2,0.9717,2.2906,61.13,1.4105,121.5,547,AMBIGUOUS
2021-01-19_the,the,-0.1,0,269.0,76.3,7.3,2.69,8.9,1.51,0.7132,2.3912,50.68,0.9093,117.0,395,AMBIGUOUS
2021-01-20_the,the,1.97,1,60.1,67.2,6.9,2.18,10.9,-1.93,0.2124,2.3842,10.93,0.2907,196.7,70,AMBIGUOUS
2021-01-21_the,the,-0.77,0,129.0,83.7,8.1,1.53,23.4,-0.22,0.645,4.4404,37.94,2.9336,160.0,319,AMBIGUOUS
2021-01-23_the,the,0.41,1,85.0,55.5,5.8,2.41,8.9,-3.61,0.9113,2.5952,51.19,1.526,121.6,489,AMBIGUOUS
2021-02-06_tha,tha,1.91,1,36.8,65.1,16.0,5.5,11.3,-3.34,1.4595,0.9806,50.87,8.154,349.4,530,AMBIGUOUS
2021-02-06_thd,thd,1.91,1,36.8,65.1,12.4,5.5,11.3,-3.34,1.8139,1.3007,72.7,3.9735,297.4,428,AMBIGUOUS
2021-02-06_the,the,1.91,1,36.8,65.1,14.8,5.5,11.3,-3.34,1.0287,0.7881,60.67,11.4259,374.2,372,AMBIGUOUS
2021-02-07_tha,tha,-2.32,0,156.9,76.3,10.0,5.51,11.3,-1.86,0.9769,1.3248,45.79,6.0335,357.7,589,AMBIGUOUS
2021-02-07_thd,thd,-0.81,0,130.8,70.0,8.2,5.54,11.3,-2.69,1.6774,1.1235,70.77,3.8441,297.8,433,AMBIGUOUS
2021-02-07_the,the,-3.18,0,147.8,77.4,5.5,5.41,11.1,-1.68,0.9097,0.6611,60.17,10.8641,348.9,379,AMBIGUOUS
2021-12-19_tha,tha,1.46,1,279.7,80.1,17.6,7.88,7.2,2.46,2.0547,0.6707,67.11,2.9647,177.4,477,AMBIGUOUS
2021-12-19_thd,thd,2.88,1,289.6,79.6,21.9,7.88,7.3,2.46,0.7317,0.2604,31.94,7.0348,158.6,390,AMBIGUOUS
2021-12-19_the,the,-1.51,0,260.5,82.3,22.7,7.88,6.7,2.01,2.6927,0.9132,90.56,0.9734,172.9,355,AMBIGUOUS
2021-12-29_tha,tha,7.6,1,45.6,80.1,9.6,8.4,8.2,1.99,7.3453,1.414,98.99,0.9543,171.0,422,AMBIGUOUS
2021-12-29_thd,thd,7.6,1,44.8,80.1,14.7,8.37,8.3,1.99,5.2941,1.2649,89.15,0.6238,152.3,329,AMBIGUOUS
2021-12-30_tha,tha,7.6,1,45.8,80.1,9.9,8.39,8.1,1.99,6.7775,1.4708,98.72,0.9423,171.0,427,AMBIGUOUS
2021-12-30_thd,thd,7.6,1,45.8,80.1,17.2,8.39,8.1,1.99,4.6347,1.3105,89.3,0.6263,152.5,326,AMBIGUOUS
2021-12-30_the,the,7.6,1,46.5,79.6,15.0,8.39,8.0,2.08,12.0579,1.5158,117.33,0.8031,161.1,326,AMBIGUOUS
2022-01-14_tha,tha,-5.47,0,214.9,85.5,7.1,4.42,7.0,0.86,1.381,1.9866,46.63,0.8212,233.7,561,AMBIGUOUS
2022-01-14_thd,thd,-8.8,0,202.9,79.6,11.6,4.35,5.3,-2.22,1.4795,1.594,64.53,0.3891,83.6,54,AMBIGUOUS
2022-01-14_the,the,-6.84,0,209.5,89.0,9.9,4.38,6.6,0.2,0.7262,2.5054,37.36,0.488,299.2,446,AMBIGUOUS
2022-01-15_tha,tha,-5.3,0,215.6,81.6,7.0,4.44,7.2,1.55,1.3781,2.057,46.3,0.7794,232.9,555,AMBIGUOUS
2022-01-15_thd,thd,-5.47,0,214.9,85.4,12.1,4.42,7.0,0.87,1.36,1.6165,55.73,0.8634,160.3,104,AMBIGUOUS
2022-01-15_the,the,-5.47,0,214.9,85.4,10.1,4.42,7.0,0.87,0.7041,2.5243,35.65,0.4801,312.4,356,AMBIGUOUS
2022-01-17_tha,tha,1.45,1,32.7,43.8,6.7,2.11,11.6,3.04,0.3787,3.5075,5.0,0.2783,446.6,743,AMBIGUOUS
2022-01-19_tha,tha,-0.01,0,269.7,40.6,7.2,2.39,16.4,-2.53,13.0844,3.3743,19.29,27.6701,541.5,253,AMBIGUOUS
2022-01-19_thd,thd,0.49,1,289.9,66.9,11.6,2.42,16.3,-1.32,1.4214,1.6245,14.62,8.375,542.5,437,AMBIGUOUS
2022-01-19_the,the,0.26,1,279.7,53.0,10.0,2.39,16.3,-2.01,6.3008,6.1254,20.84,11.1565,556.5,202,AMBIGUOUS
2022-01-21_tha,tha,-3.72,0,216.0,85.4,6.9,1.68,8.9,0.41,0.7032,1.9253,9.63,0.8014,416.4,323,AMBIGUOUS
2022-01-21_thd,thd,-3.25,0,227.7,88.6,11.5,1.78,8.9,-0.13,0.3089,2.1792,5.16,0.2067,333.3,607,AMBIGUOUS
2022-01-22_tha,tha,-3.78,0,192.1,73.2,8.1,1.44,8.9,1.38,0.9941,1.8784,12.95,0.8719,234.9,671,AMBIGUOUS
2022-01-24_tha,tha,0.85,1,285.6,74.6,6.3,1.62,10.6,-1.1,0.3246,3.3152,10.33,0.2985,168.5,646,AMBIGUOUS
2022-01-25_the,the,-2.45,0,116.4,81.8,8.8,7.11,9.8,1.4,1.7471,1.2069,301.74,8.3997,138.7,336,AMBIGUOUS
2022-01-26_tha,tha,1.7,1,353.6,45.8,6.7,2.25,9.1,-4.38,1.4306,1.5846,27.35,3.1403,242.1,507,AMBIGUOUS
2022-01-26_thd,thd,2.78,1,357.9,44.8,11.0,2.45,7.8,-5.24,1.051,1.5923,29.01,2.2557,264.6,508,AMBIGUOUS
2022-01-26_the,the,3.07,1,354.0,44.5,9.1,2.35,7.8,-5.26,1.2653,1.3608,40.52,4.4055,285.7,499,AMBIGUOUS
2022-01-27_thd,thd,0.8,1,79.1,89.3,11.1,2.98,12.6,-0.06,0.6712,3.6813,14.62,0.5362,284.4,526,CONFIRMED_PDL
2022-01-27_the,the,0.9,1,77.7,88.7,9.2,3.1,12.7,0.11,2.1048,7.5785,25.91,1.3669,266.8,9,AMBIGUOUS
2022-01-28_thd,thd,0.41,1,84.4,71.9,11.0,1.97,7.6,-1.98,0.2827,2.2287,7.7,0.2635,277.1,405,AMBIGUOUS
2022-01-28_the,the,0.21,1,87.1,70.3,9.0,1.98,7.6,-2.16,0.2797,2.231,9.73,0.3609,287.6,320,AMBIGUOUS
2022-02-01_thd,thd,-0.2,0,101.2,40.8,10.2,1.38,7.6,-4.06,0.1372,2.3606,2.57,0.1795,422.7,156,AMBIGUOUS
2022-02-01_the,the,-0.3,0,105.9,40.5,8.1,1.38,7.7,-4.07,0.2876,2.1395,6.81,0.5622,324.9,162,AMBIGUOUS
2022-02-13_tha,tha,-2.58,0,241.9,64.8,6.6,2.08,7.6,2.88,0.889,1.8682,10.69,0.6931,303.7,271,AMBIGUOUS
2022-02-16_tha,tha,-1.79,0,242.7,81.3,5.0,1.44,8.8,0.71,0.2145,2.75,4.37,0.106,219.4,503,AMBIGUOUS
2022-02-19_tha,tha,-1.14,0,258.7,49.4,4.9,2.93,6.6,5.65,1.5708,2.0103,49.27,1.8379,247.3,681,AMBIGUOUS
2022-02-20_tha,tha,3.81,1,46.1,56.0,4.8,1.67,6.0,-4.3,0.9282,1.5346,10.0,0.3255,210.2,887,AMBIGUOUS
2022-02-20_thd,thd,3.55,1,48.8,55.5,8.2,1.67,5.9,-4.38,0.2912,2.4695,3.33,0.1334,338.6,386,AMBIGUOUS
2022-02-20_the,the,3.57,1,48.6,55.5,5.7,1.67,5.9,-4.38,1.0863,1.658,16.44,0.6352,225.8,311,AMBIGUOUS
2022-02-21_tha,tha,4.17,1,42.9,53.7,4.5,1.63,5.9,-4.56,0.8805,1.415,9.57,0.3092,209.7,901,CONFIRMED_PDL
2022-02-21_thd,thd,3.83,1,46.0,56.0,8.7,1.67,6.0,-4.3,0.219,1.8541,2.97,0.1293,344.6,434,AMBIGUOUS
2022-02-21_the,the,3.83,1,46.0,56.0,6.4,1.67,6.0,-4.3,0.9704,1.4581,15.38,0.5318,230.3,598,AMBIGUOUS
2022-02-22_tha,tha,-3.79,0,141.3,69.4,4.2,2.27,9.0,-2.08,1.155,1.8608,13.42,1.3246,349.9,791,AMBIGUOUS
2022-02-22_thd,thd,-2.86,0,130.7,68.4,7.8,2.27,9.2,-2.12,1.3235,1.5196,17.7,3.0808,385.7,530,AMBIGUOUS
2022-02-23_thd,thd,-0.46,0,105.7,62.8,7.5,1.49,8.7,-2.17,0.7612,1.3196,13.38,2.6989,328.9,788,AMBIGUOUS
2022-02-23_the,the,-0.48,0,107.4,62.5,5.0,1.48,8.6,-2.19,0.3536,2.032,7.53,0.6357,351.7,581,AMBIGUOUS
2022-02-25_the,the,0.53,1,76.9,53.5,5.2,1.42,8.3,-2.98,0.5355,2.1178,12.73,0.2752,146.2,106,CONFIRMED_PDL
2022-02-26_thd,thd,1.6,1,59.9,71.0,7.6,1.74,12.5,1.23,1.0298,2.3673,29.24,1.7,164.8,723,AMBIGUOUS
2022-02-26_the,the,1.54,1,61.0,69.6,5.1,1.76,12.4,1.32,1.0494,2.0483,35.65,2.2264,187.4,570,AMBIGUOUS
2022-02-27_tha,tha,4.54,1,43.5,62.3,4.0,2.26,6.5,-3.72,0.4132,2.0367,7.82,0.1835,221.3,252,CONFIRMED_PDL
2022-02-27_thd,thd,2.76,1,46.7,50.4,7.3,2.2,6.8,-4.9,0.4762,2.9199,10.69,0.1747,222.7,197,CONFIRMED_PDL
2022-02-27_the,the,2.91,1,45.9,52.7,4.7,2.22,6.9,-4.68,0.2367,2.6614,6.53,0.2305,382.4,114,AMBIGUOUS
2022-03-04_thd,thd,-2.21,0,220.8,51.5,6.3,2.5,10.0,3.46,0.7146,2.6344,18.92,0.5349,210.8,539,AMBIGUOUS
2022-03-04_the,the,-2.1,0,222.9,49.6,3.9,2.48,9.9,3.58,1.3264,2.5256,33.95,1.7796,257.4,411,AMBIGUOUS
2022-03-05_thd,thd,-5.1,0,178.8,89.7,6.5,2.44,6.7,0.04,1.6761,5.1607,12.65,0.2428,184.8,29,AMBIGUOUS
2022-03-11_the,the,-2.65,0,198.2,52.8,2.3,2.82,7.5,4.62,1.8893,1.2156,86.12,2.295,161.2,479,AMBIGUOUS
2022-03-13_the,the,1.37,1,275.1,71.5,2.8,10.08,5.3,6.82,2.1284,2.0645,127.39,1.156,252.7,217,AMBIGUOUS
2023-02-15_tha,tha,-3.73,0,152.4,70.4,13.9,5.88,12.8,-2.2,1.4647,1.0796,123.33,4.2948,147.6,483,AMBIGUOUS
2023-02-15_thd,thd,-3.32,0,148.1,65.6,15.4,6.0,13.1,-2.66,0.8648,1.3662,89.72,2.3933,173.5,352,AMBIGUOUS
2023-02-15_the,the,-3.32,0,148.2,66.2,13.7,5.95,13.1,-2.6,0.9129,1.3116,120.81,3.663,170.5,353,AMBIGUOUS
2023-02-20_tha,tha,3.59,1,56.4,64.1,14.2,3.32,6.7,-4.26,0.1192,1.776,4.02,0.1167,393.6,297,AMBIGUOUS
2023-02-23_tha,tha,-0.6,0,251.5,60.5,13.1,3.33,8.6,-3.61,1.1662,1.683,16.75,1.1834,379.8,651,AMBIGUOUS
2023-02-23_thd,thd,-0.94,0,243.0,62.0,13.6,3.4,8.7,-3.53,0.9532,1.4888,19.16,1.3184,413.0,501,AMBIGUOUS
2023-02-24_tha,tha,4.4,1,29.7,73.1,13.1,3.78,10.1,1.92,1.2733,1.4892,28.87,2.284,344.0,580,AMBIGUOUS
2023-02-24_thd,thd,4.22,1,22.3,70.7,13.4,3.94,10.0,2.24,1.3527,1.2149,40.51,6.7311,368.4,493,AMBIGUOUS
2023-02-24_the,the,4.38,1,16.3,71.5,11.3,4.12,9.9,2.29,1.2499,1.3909,48.62,4.6147,394.5,375,AMBIGUOUS
2023-02-27_tha,tha,-5.2,0,205.4,83.0,13.2,7.74,12.3,1.03,6.2893,6.45,25.18,4.435,975.4,171,AMBIGUOUS
2023-02-27_thd,thd,-5.23,0,207.6,89.0,13.4,8.31,12.1,0.15,9.2208,4.4062,38.08,12.5496,988.0,344,AMBIGUOUS
2023-02-27_the,the,-4.7,0,206.6,88.5,11.7,8.71,12.6,0.22,8.8823,4.8273,49.27,13.3925,963.6,50,AMBIGUOUS
2023-03-02_tha,tha,2.97,1,8.2,73.9,12.2,1.91,10.6,1.27,0.5418,2.8781,5.71,0.2381,349.4,726,CONFIRMED_PDL
2023-03-02_thd,thd,3.6,1,355.9,83.2,12.2,2.34,10.7,0.63,0.5114,3.0603,5.15,0.1908,384.3,397,CONFIRMED_PDL
2023-03-02_the,the,3.6,1,355.9,83.3,10.5,2.65,11.0,0.63,0.6719,2.7813,9.99,0.2503,330.5,481,CONFIRMED_PDL
2023-03-03_tha,tha,-0.87,0,257.1,53.2,11.9,2.26,7.4,4.24,0.1289,2.0861,1.5,0.0488,375.6,469,BOUNDARY_LAYER
2023-03-03_the,the,-0.77,0,255.4,49.2,10.0,2.23,7.3,4.61,0.1301,2.0497,2.32,0.06,341.0,359,BOUNDARY_LAYER
2023-03-04_tha,tha,0.87,1,284.2,48.3,12.0,1.67,6.9,4.26,0.0953,2.2652,0.62,0.0943,902.1,468,BOUNDARY_LAYER
2023-03-05_tha,tha,-2.42,0,243.1,56.7,12.1,2.09,7.0,3.88,0.2154,2.2208,2.56,0.2166,520.4,611,AMBIGUOUS
2023-03-05_thd,thd,-2.82,0,239.0,62.6,11.6,1.97,7.2,3.17,0.256,2.7416,3.3,0.315,504.9,553,AMBIGUOUS
2023-03-06_tha,tha,-1.59,0,244.0,51.0,11.9,1.45,7.8,3.46,1.0932,1.5015,5.91,1.0936,466.2,1016,AMBIGUOUS
2023-03-09_tha,tha,-2.82,0,228.1,73.6,11.1,1.27,8.0,1.37,0.4817,1.6485,8.2,0.6074,240.3,195,AMBIGUOUS
2023-03-10_tha,tha,0.54,1,277.5,64.9,10.7,1.51,8.6,2.22,0.0455,1.7396,0.89,0.052,436.8,26,BOUNDARY_LAYER
2023-03-10_thd,thd,0.52,1,277.8,63.9,9.9,1.49,9.0,2.1,0.0525,1.6778,1.29,0.0568,334.0,107,BOUNDARY_LAYER
2023-03-11_tha,tha,1.26,1,41.6,43.9,10.5,1.33,7.2,4.04,0.4991,2.3329,11.38,0.5891,200.6,189,CONFIRMED_PDL
2023-03-11_thd,thd,-0.41,0,104.5,40.5,9.5,1.31,7.2,4.25,0.1634,2.1461,4.6,0.2843,317.1,52,AMBIGUOUS
2023-03-13_thd,thd,5.65,1,352.0,75.3,9.3,1.84,7.4,1.62,0.2306,2.0166,9.58,0.1304,107.6,80,AMBIGUOUS
2023-03-13_the,the,5.39,1,350.4,70.9,8.1,1.67,7.4,2.0,0.2473,2.0435,12.03,0.1799,99.4,442,AMBIGUOUS
2023-04-01_tha,tha,2.58,1,359.1,73.3,5.2,1.97,9.5,1.49,0.2463,2.4721,3.85,0.1454,350.1,264,AMBIGUOUS
2023-04-02_tha,tha,-1.57,0,249.1,63.7,4.9,1.66,7.6,2.66,0.1985,2.155,1.91,0.1047,368.0,626,AMBIGUOUS
2023-04-03_tha,tha,-2.13,0,242.1,62.1,4.9,1.39,6.9,2.84,1.1313,1.5554,10.5,0.8954,309.8,1023,AMBIGUOUS
2023-04-03_thd,thd,-1.95,0,245.3,55.1,2.2,1.24,6.4,3.52,1.1906,1.5982,12.79,1.0082,294.2,895,AMBIGUOUS
2023-04-04_tha,tha,1.13,1,293.1,61.4,4.8,2.3,11.3,2.28,0.8842,2.7074,13.22,0.7862,306.5,712,CONFIRMED_PDL
2023-04-04_thd,thd,1.34,1,300.8,58.9,2.1,2.36,11.3,2.48,0.8595,2.9619,14.04,1.0547,321.4,35,CONFIRMED_PDL
2023-04-05_tha,tha,-2.53,0,221.5,76.2,4.5,1.4,10.4,0.97,0.9474,2.1772,12.75,1.1529,215.9,1021,AMBIGUOUS
2023-04-05_the,the,-2.26,0,224.7,74.0,1.8,1.54,11.4,-1.08,1.0197,1.7557,21.54,3.4151,281.0,213,AMBIGUOUS
2023-04-06_tha,tha,-0.73,0,258.1,59.9,3.9,1.72,7.6,2.98,0.1201,2.4326,3.01,0.1013,310.2,248,AMBIGUOUS
2023-04-06_thd,thd,-0.73,0,256.9,57.2,1.2,1.71,7.9,3.22,0.6171,2.1107,17.22,1.013,244.7,424,AMBIGUOUS
2023-04-06_the,the,-0.57,0,260.4,50.9,1.4,1.73,8.2,3.54,0.8966,6.5874,9.49,0.3184,216.8,72,AMBIGUOUS
2023-04-07_thd,thd,-1.06,0,248.9,42.4,2.4,1.21,7.9,3.65,0.796,1.696,12.16,0.5754,168.3,461,AMBIGUOUS
2023-04-10_tha,tha,0.98,1,78.6,64.9,2.7,4.39,7.2,-4.37,0.5382,2.1021,22.07,0.3396,244.2,189,CONFIRMED_PDL
