eid,probe,stage,bz,cls
2023-02-11_tha,tha,no_sheath,3.15,
2023-02-11_thd,thd,no_sheath,3.04,
2023-02-11_the,the,no_sheath,3.04,
2023-02-12_tha,tha,no_sheath,-1.8,
2023-02-12_thd,thd,no_sheath,-1.74,
2023-02-12_the,the,no_sheath,-1.74,
2023-02-13_tha,tha,no_sheath,-1.62,
2023-02-13_thd,thd,no_sheath,-1.62,
2023-02-13_the,the,no_sheath,-1.62,
2023-02-14_tha,tha,no_sheath,0.74,
2023-02-14_thd,thd,no_sheath,0.84,
2023-02-14_the,the,no_sheath,0.82,
2023-02-15_tha,tha,contrib,-3.73,AMBIGUOUS
2023-02-15_thd,thd,contrib,-3.32,AMBIGUOUS
2023-02-15_the,the,contrib,-3.32,AMBIGUOUS
2023-02-16_tha,tha,no_bg,-6.53,
2023-02-16_thd,thd,no_bg,-5.7,
2023-02-16_the,the,no_bg,-5.9,
2023-02-17_tha,tha,no_sheath,1.33,
2023-02-17_thd,thd,no_sheath,1.35,
2023-02-17_the,the,no_sheath,1.31,
2023-02-18_tha,tha,no_bg,0.88,
2023-02-18_thd,thd,no_bg,1.16,
2023-02-18_the,the,no_bg,1.11,
2023-02-19_tha,tha,no_bg,-2.49,
2023-02-19_thd,thd,no_bg,-2.49,
2023-02-19_the,the,no_bg,-2.5,
2023-02-20_tha,tha,contrib,3.59,AMBIGUOUS
2023-02-20_thd,thd,no_bg,3.37,
2023-02-20_the,the,no_bg,1.97,
2023-02-21_tha,tha,no_bg,3.03,
2023-02-21_thd,thd,no_bg,3.03,
2023-02-21_the,the,no_bg,2.82,
2023-02-22_tha,tha,no_bg,3.22,
2023-02-22_thd,thd,no_bg,3.03,
2023-02-22_the,the,no_bg,3.03,
2023-02-23_tha,tha,contrib,-0.6,AMBIGUOUS
2023-02-23_thd,thd,contrib,-0.94,AMBIGUOUS
2023-02-23_the,the,no_bg,-0.05,
2023-02-24_tha,tha,contrib,4.4,AMBIGUOUS
2023-02-24_thd,thd,contrib,4.22,AMBIGUOUS
2023-02-24_the,the,contrib,4.38,AMBIGUOUS
2023-02-25_tha,tha,no_bg,-1.86,
2023-02-25_thd,thd,no_bg,-1.89,
2023-02-25_the,the,no_bg,-1.89,
2023-02-26_tha,tha,no_bg,2.83,
2023-02-26_thd,thd,no_bg,2.07,
2023-02-26_the,the,no_bg,1.82,
2023-02-27_tha,tha,contrib,-5.2,AMBIGUOUS
2023-02-27_thd,thd,contrib,-5.23,AMBIGUOUS
2023-02-27_the,the,contrib,-4.7,AMBIGUOUS
2023-02-28_tha,tha,no_bg,-0.22,
2023-02-28_thd,thd,no_bg,-1.15,
2023-02-28_the,the,no_bg,-1.23,
2023-03-01_tha,tha,no_bg,0.82,
2023-03-01_thd,thd,no_bg,3.69,
2023-03-01_the,the,no_bg,3.69,
2023-03-02_tha,tha,contrib,2.97,CONFIRMED_PDL
2023-03-02_thd,thd,contrib,3.6,CONFIRMED_PDL
2023-03-02_the,the,contrib,3.6,CONFIRMED_PDL
2023-03-03_tha,tha,contrib,-0.87,BOUNDARY_LAYER
2023-03-03_the,the,contrib,-0.77,BOUNDARY_LAYER
2023-03-04_tha,tha,contrib,0.87,BOUNDARY_LAYER
2023-03-04_thd,thd,no_bg,0.81,
2023-03-04_the,the,no_bg,1.04,
2023-03-05_tha,tha,contrib,-2.42,AMBIGUOUS
2023-03-05_thd,thd,contrib,-2.82,AMBIGUOUS
2023-03-05_the,the,no_bg,-3.19,
2023-03-06_tha,tha,contrib,-1.59,AMBIGUOUS
2023-03-06_thd,thd,no_bg,-1.14,
2023-03-06_the,the,no_bg,-0.88,
2023-03-07_tha,tha,no_bg,-0.79,
2023-03-07_thd,thd,no_bg,-0.77,
2023-03-07_the,the,no_bg,-0.75,
2023-03-08_tha,tha,no_bg,-2.51,
2023-03-08_thd,thd,no_bg,-1.58,
2023-03-08_the,the,no_bg,-1.37,
2023-03-09_tha,tha,contrib,-2.82,AMBIGUOUS
2023-03-09_thd,thd,no_bg,-2.55,
2023-03-09_the,the,no_bg,-2.55,
2023-03-10_tha,tha,contrib,0.54,BOUNDARY_LAYER
2023-03-10_thd,thd,contrib,0.52,BOUNDARY_LAYER
2023-03-10_the,the,no_bg,0.29,
2023-03-11_tha,tha,contrib,1.26,CONFIRMED_PDL
2023-03-11_thd,thd,contrib,-0.41,AMBIGUOUS
2023-03-11_the,the,no_bg,-1.0,
2023-03-12_tha,tha,no_shell,0.66,
2023-03-12_thd,thd,no_shell,-0.65,
2023-03-12_the,the,no_shell,-3.08,
2023-03-13_tha,tha,no_shell,5.92,
2023-03-13_thd,thd,contrib,5.65,AMBIGUOUS
2023-03-13_the,the,contrib,5.39,AMBIGUOUS
2023-03-14_tha,tha,no_shell,-2.43,
2023-03-14_thd,thd,no_shell,-2.33,
2023-03-14_the,the,no_shell,-2.86,
2023-03-15_tha,tha,no_sheath,-0.68,
2023-03-15_thd,thd,no_shell,2.88,
2023-03-15_the,the,no_shell,3.01,
2023-03-16_tha,tha,no_sheath,-0.28,
2023-03-16_thd,thd,no_bg,2.71,
2023-03-16_the,the,no_bg,2.71,
2023-03-17_tha,tha,no_bg,2.28,
2023-03-17_thd,thd,no_bg,2.27,
2023-03-17_the,the,no_bg,2.71,
2023-03-18_tha,tha,no_shell,0.51,
2023-03-18_thd,thd,no_shell,0.71,
2023-03-18_the,the,no_shell,1.54,
2023-03-19_tha,tha,no_shell,0.26,
2023-03-19_thd,thd,no_shell,0.23,
2023-03-19_the,the,no_shell,-0.3,
2023-03-20_tha,tha,no_shell,-4.36,
2023-03-20_thd,thd,no_shell,-3.82,
2023-03-20_the,the,no_shell,-1.99,
2023-03-21_tha,tha,no_shell,2.71,
2023-03-21_thd,thd,no_shell,2.86,
2023-03-21_the,the,no_shell,2.48,
2023-03-22_tha,tha,no_shell,3.05,
2023-03-22_thd,thd,no_shell,3.19,
2023-03-22_the,the,no_shell,2.36,
2023-03-23_tha,tha,no_sheath,-15.59,
2023-03-23_thd,thd,no_sheath,-15.59,
2023-03-23_the,the,no_shell,-15.61,
2023-03-24_tha,tha,no_sheath,-15.46,
2023-03-24_thd,thd,no_sheath,-15.54,
2023-03-24_the,the,no_sheath,-15.59,
2023-03-25_tha,tha,no_shell,-1.59,
2023-03-25_thd,thd,no_shell,-0.58,
2023-03-25_the,the,no_shell,-1.59,
2023-03-26_tha,tha,no_sheath,0.71,
2023-03-26_thd,thd,no_sheath,0.7,
2023-03-26_the,the,no_sheath,0.71,
2023-03-27_the,the,no_sheath,0.34,
2023-03-28_tha,tha,no_sheath,-2.92,
2023-03-28_thd,thd,no_sheath,-2.9,
2023-03-28_the,the,no_sheath,-2.24,
2023-03-29_tha,tha,no_bg,0.52,
2023-03-29_thd,thd,no_bg,-0.34,
2023-03-29_the,the,no_bg,-1.21,
2023-03-30_tha,tha,no_shell,-3.32,
2023-03-30_thd,thd,no_shell,-2.73,
2023-03-30_the,the,no_shell,-2.49,
2023-03-31_tha,tha,no_shell,-3.49,
2023-03-31_thd,thd,no_shell,-3.32,
2023-03-31_the,the,no_shell,-1.53,
2023-04-01_tha,tha,contrib,2.58,AMBIGUOUS
2023-04-01_thd,thd,no_shell,1.55,
2023-04-01_the,the,no_shell,-0.29,
2023-04-02_tha,tha,contrib,-1.57,AMBIGUOUS
2023-04-02_thd,thd,no_shell,-2.13,
2023-04-02_the,the,no_shell,-1.91,
2023-04-03_tha,tha,contrib,-2.13,AMBIGUOUS
2023-04-03_thd,thd,contrib,-1.95,AMBIGUOUS
2023-04-03_the,the,no_bg,-1.76,
2023-04-04_tha,tha,contrib,1.13,CONFIRMED_PDL
2023-04-04_thd,thd,contrib,1.34,CONFIRMED_PDL
2023-04-04_the,the,no_shell,1.46,
2023-04-05_tha,tha,contrib,-2.53,AMBIGUOUS
2023-04-05_the,the,contrib,-2.26,AMBIGUOUS
2023-04-06_tha,tha,contrib,-0.73,AMBIGUOUS
2023-04-06_thd,thd,contrib,-0.73,AMBIGUOUS
2023-04-06_the,the,contrib,-0.57,AMBIGUOUS
2023-04-07_tha,tha,no_bg,-1.06,
2023-04-07_thd,thd,contrib,-1.06,AMBIGUOUS
2023-04-07_the,the,no_bg,-0.91,
2023-04-08_tha,tha,no_bg,-1.79,
2023-04-08_thd,thd,no_bg,-1.53,
2023-04-08_the,the,no_bg,-1.06,
2023-04-09_tha,tha,no_bg,-0.04,
2023-04-09_thd,thd,no_bg,-0.04,
2023-04-09_the,the,no_bg,-0.24,
2023-04-10_tha,tha,contrib,0.98,CONFIRMED_PDL
2023-04-10_thd,thd,contrib,-3.03,AMBIGUOUS
2023-04-10_the,the,no_shell,-5.16,
2023-04-11_tha,tha,contrib,1.89,AMBIGUOUS
2023-04-11_thd,thd,contrib,2.29,CONFIRMED_PDL
2023-04-11_the,the,contrib,1.79,AMBIGUOUS
2023-04-12_tha,tha,no_bg,1.42,
2023-04-12_thd,thd,contrib,1.6,CONFIRMED_PDL
2023-04-12_the,the,contrib,1.25,AMBIGUOUS
2023-04-13_tha,tha,no_bg,-2.24,
2023-04-13_thd,thd,contrib,-2.38,AMBIGUOUS
2023-04-13_the,the,contrib,-2.34,AMBIGUOUS
2023-04-14_tha,tha,no_bg,1.47,
2023-04-14_thd,thd,contrib,1.46,AMBIGUOUS
2023-04-14_the,the,contrib,1.43,CONFIRMED_PDL
2023-04-15_tha,tha,no_bg,0.93,
2023-04-15_thd,thd,no_bg,0.93,
2023-04-15_the,the,contrib,-1.38,AMBIGUOUS
2023-04-16_tha,tha,no_bg,-1.44,
2023-04-16_thd,thd,no_bg,-1.48,
2023-04-16_the,the,no_bg,-1.41,
2023-04-17_tha,tha,contrib,2.55,CONFIRMED_PDL
2023-04-17_thd,thd,contrib,2.66,AMBIGUOUS
2023-04-17_the,the,contrib,3.0,AMBIGUOUS
2023-04-18_tha,tha,no_bg,2.78,
2023-04-18_thd,thd,no_bg,2.6,
2023-04-18_the,the,no_bg,2.44,
2023-04-19_tha,tha,no_bg,-6.03,
2023-04-19_thd,thd,contrib,-6.03,AMBIGUOUS
2023-04-19_the,the,contrib,-6.14,AMBIGUOUS
2023-04-20_tha,tha,no_sheath,5.99,
2023-04-20_thd,thd,no_sheath,6.14,
2023-04-20_the,the,no_bg,6.71,
2023-04-21_tha,tha,no_bg,-5.41,
2023-04-21_thd,thd,no_bg,-5.4,
2023-04-21_the,the,no_bg,-5.57,
2023-04-22_tha,tha,no_bg,-3.36,
2023-04-22_thd,thd,no_bg,-3.36,
2023-04-22_the,the,no_bg,-3.11,
2023-04-23_tha,tha,no_bg,-3.42,
2023-04-23_thd,thd,no_bg,-3.38,
2023-04-23_the,the,no_bg,-3.36,
2023-04-24_tha,tha,contrib,-27.32,BOUNDARY_LAYER
2023-04-24_thd,thd,contrib,-27.32,BOUNDARY_LAYER
2023-04-24_the,the,contrib,-27.29,AMBIGUOUS
2023-04-25_tha,tha,no_sheath,3.23,
2023-04-25_thd,thd,no_sheath,3.25,
2023-04-25_the,the,no_sheath,4.2,
2023-04-26_tha,tha,no_bg,-1.51,
2023-04-26_thd,thd,no_bg,-1.48,
2023-04-26_the,the,no_bg,-1.59,
2023-04-27_tha,tha,no_bg,-1.25,
2023-04-27_thd,thd,no_bg,-1.48,
2023-04-28_tha,tha,no_bg,-0.9,
2023-04-28_thd,thd,no_bg,-0.79,
2023-04-28_the,the,no_bg,-1.03,
2023-04-29_tha,tha,no_bg,-2.51,
2023-04-29_thd,thd,no_bg,-2.24,
2023-04-29_the,the,no_bg,-2.61,
2023-04-30_tha,tha,no_bg,1.14,
2023-04-30_thd,thd,no_bg,1.15,
2023-04-30_the,the,no_bg,1.12,
2023-05-01_tha,tha,no_bg,-3.0,
2023-05-01_thd,thd,no_sheath,1.09,
2023-05-01_the,the,no_bg,-3.0,
2023-05-02_tha,tha,no_sheath,-1.31,
2023-05-02_thd,thd,no_sheath,-1.05,
2023-05-02_the,the,no_sheath,-1.83,
2023-05-03_tha,tha,no_sheath,1.29,
2023-05-03_thd,thd,no_sheath,1.35,
2023-05-03_the,the,no_sheath,1.25,
2023-05-04_tha,tha,no_bg,-0.89,
2023-05-04_thd,thd,no_bg,-0.88,
2023-05-04_the,the,no_bg,-0.89,
2023-05-05_tha,tha,no_sheath,-0.47,
2023-05-05_the,the,no_sheath,-0.33,
2023-05-06_tha,tha,no_bg,1.31,
2023-05-06_thd,thd,no_bg,1.23,
2023-05-06_the,the,no_bg,1.0,
2023-05-07_tha,tha,no_bg,8.38,
2023-05-07_thd,thd,no_bg,7.44,
2023-05-07_the,the,no_bg,8.49,
2023-05-08_tha,tha,no_bg,-2.86,
2023-05-08_thd,thd,no_bg,-2.83,
2023-05-08_the,the,no_bg,-2.88,
2023-05-09_tha,tha,contrib,0.8,AMBIGUOUS
2023-05-09_thd,thd,no_bg,-2.83,
2023-05-09_the,the,contrib,0.8,AMBIGUOUS
2023-05-10_tha,tha,contrib,7.8,CONFIRMED_PDL
2023-05-10_thd,thd,contrib,7.8,CONFIRMED_PDL
2023-05-10_the,the,contrib,6.87,CONFIRMED_PDL
2023-05-11_tha,tha,no_bg,-0.39,
2023-05-11_thd,thd,no_bg,-0.35,
2023-05-11_the,the,no_bg,-0.45,
2023-05-12_tha,tha,contrib,2.06,AMBIGUOUS
2023-05-12_thd,thd,contrib,2.41,AMBIGUOUS
2023-05-12_the,the,contrib,1.45,BOUNDARY_LAYER
2023-05-13_tha,tha,no_sheath,3.91,
2023-05-13_thd,thd,no_sheath,3.9,
2023-05-13_the,the,no_sheath,3.89,
2023-05-14_tha,tha,no_bg,-1.37,
2023-05-14_thd,thd,no_bg,-1.81,
2023-05-14_the,the,no_bg,-1.25,
2023-05-15_tha,tha,no_bg,1.31,
2023-05-15_thd,thd,no_sheath,0.96,
2023-05-15_the,the,no_bg,1.27,
2023-05-16_tha,tha,no_sheath,0.68,
2023-05-16_thd,thd,no_sheath,0.63,
2023-05-16_the,the,no_sheath,0.61,
2023-05-17_tha,tha,no_sheath,-0.23,
2023-05-17_thd,thd,no_bg,-0.23,
2023-05-17_the,the,no_sheath,-0.23,
2023-05-18_tha,tha,no_sheath,-0.03,
2023-05-18_thd,thd,no_sheath,0.07,
2023-05-18_the,the,no_sheath,-0.04,
2023-05-19_tha,tha,no_sheath,1.38,
2023-05-19_thd,thd,no_sheath,1.14,
2023-05-19_the,the,no_sheath,1.55,
2023-05-20_tha,tha,no_bg,-3.01,
2023-05-20_thd,thd,no_bg,-0.19,
2023-05-20_the,the,no_bg,-3.63,
2023-05-21_tha,tha,no_bg,-3.73,
2023-05-21_thd,thd,no_bg,-3.83,
2023-05-21_the,the,no_bg,-3.47,
2023-05-22_tha,tha,no_bg,-0.35,
2023-05-22_thd,thd,no_bg,0.68,
2023-05-22_the,the,no_bg,-0.96,
2023-05-23_tha,tha,no_sheath,-0.66,
2023-05-23_thd,thd,no_sheath,-1.55,
2023-05-23_the,the,no_sheath,-0.35,
2023-05-24_tha,tha,no_sheath,-2.02,
2023-05-24_thd,thd,no_sheath,-1.44,
2023-05-24_the,the,no_sheath,-2.2,
2023-05-25_the,the,no_sheath,-1.21,
2023-05-26_tha,tha,no_sheath,-1.37,
2023-05-26_thd,thd,no_sheath,-1.53,
2023-05-26_the,the,no_sheath,-1.29,
2023-05-27_tha,tha,no_sheath,0.59,
2023-05-27_thd,thd,no_sheath,1.0,
2023-05-27_the,the,no_sheath,0.74,
2023-05-28_tha,tha,no_sheath,-4.13,
2023-05-28_thd,thd,no_sheath,-4.25,
2023-05-28_the,the,no_sheath,-4.25,
2023-05-29_thd,thd,no_sheath,1.64,
2023-05-29_the,the,no_sheath,1.49,
2023-05-30_thd,thd,no_sheath,3.32,
2023-05-30_the,the,no_sheath,3.54,
2023-05-31_the,the,no_bg,-3.84,
2023-06-01_the,the,no_sheath,-1.51,
2024-02-28_tha,tha,no_sheath,-0.09,
2024-02-29_tha,tha,no_sheath,0.02,
2024-02-29_thd,thd,no_sheath,0.05,
2024-03-01_tha,tha,no_sheath,-1.97,
2024-03-01_thd,thd,no_sheath,-1.29,
2024-03-02_tha,tha,no_sheath,-2.33,
2024-03-02_thd,thd,no_sheath,-2.06,
2024-03-02_the,the,no_sheath,-2.33,
2024-03-03_tha,tha,contrib,-13.43,AMBIGUOUS
2024-03-03_thd,thd,contrib,-11.9,AMBIGUOUS
2024-03-03_the,the,contrib,-13.57,AMBIGUOUS
2024-03-04_tha,tha,no_sheath,1.37,
2024-03-04_thd,thd,no_sheath,0.93,
2024-03-04_the,the,no_sheath,1.5,
2024-03-05_the,the,no_sheath,3.13,
2024-03-06_tha,tha,no_sheath,3.09,
2024-03-06_thd,thd,no_sheath,2.69,
2024-03-06_the,the,no_sheath,3.12,
2024-03-07_tha,tha,no_bg,-0.09,
2024-03-07_thd,thd,no_bg,-0.42,
2024-03-07_the,the,no_bg,0.01,
2024-03-08_tha,tha,no_sheath,-1.94,
2024-03-08_thd,thd,no_sheath,-0.24,
2024-03-08_the,the,no_sheath,-2.39,
2024-03-09_tha,tha,no_sheath,0.34,
2024-03-09_thd,thd,no_sheath,1.0,
2024-03-09_the,the,no_sheath,-0.02,
2024-03-10_tha,tha,no_sheath,-2.02,
2024-03-10_thd,thd,no_sheath,-1.94,
2024-03-10_the,the,no_sheath,-2.02,
2024-03-11_tha,tha,no_bg,1.03,
2024-03-11_thd,thd,no_sheath,1.56,
2024-03-11_the,the,no_bg,0.9,
2024-03-12_tha,tha,no_sheath,2.76,
2024-03-12_thd,thd,no_sheath,2.61,
2024-03-12_the,the,no_sheath,2.73,
2024-03-13_tha,tha,no_sheath,3.53,
2024-03-13_thd,thd,no_bg,2.31,
2024-03-13_the,the,no_sheath,3.52,
2024-03-14_tha,tha,no_bg,3.54,
2024-03-14_thd,thd,no_sheath,3.54,
2024-03-14_the,the,no_bg,3.54,
2024-03-15_tha,tha,no_sheath,-1.11,
2024-03-15_thd,thd,no_sheath,0.32,
2024-03-15_the,the,no_sheath,-1.43,
2024-03-16_tha,tha,no_sheath,1.81,
2024-03-16_thd,thd,no_sheath,1.78,
2024-03-16_the,the,no_sheath,1.81,
2024-03-17_tha,tha,no_sheath,1.22,
2024-03-17_thd,thd,no_sheath,1.46,
2024-03-17_the,the,no_sheath,1.16,
2024-03-18_tha,tha,no_sheath,1.92,
2024-03-18_thd,thd,no_sheath,1.29,
2024-03-18_the,the,no_sheath,2.06,
2024-03-19_tha,tha,no_bg,-0.62,
2024-03-19_thd,thd,no_bg,-0.62,
2024-03-19_the,the,no_bg,-0.62,
2024-03-20_tha,tha,no_bg,-1.01,
2024-03-20_thd,thd,no_bg,-1.7,
2024-03-20_the,the,no_bg,-0.86,
2024-03-21_tha,tha,no_bg,-4.62,
2024-03-21_thd,thd,no_bg,-3.85,
2024-03-21_the,the,no_bg,-4.76,
2024-03-22_tha,tha,no_sheath,-3.67,
2024-03-22_thd,thd,no_bg,-3.67,
2024-03-22_the,the,no_bg,-3.67,
2024-03-23_tha,tha,no_bg,2.8,
2024-03-23_thd,thd,contrib,-2.03,AMBIGUOUS
2024-03-23_the,the,no_bg,4.08,
2024-03-24_tha,tha,no_bg,0.28,
2024-03-24_thd,thd,no_bg,-0.45,
2024-03-24_the,the,no_bg,0.32,
2024-03-25_tha,tha,contrib,8.43,AMBIGUOUS
2024-03-25_thd,thd,contrib,6.47,AMBIGUOUS
2024-03-25_the,the,contrib,9.12,CONFIRMED_PDL
2024-03-26_tha,tha,no_bg,-0.5,
2024-03-26_thd,thd,no_bg,-0.57,
2024-03-26_the,the,no_bg,-0.44,
2024-03-27_tha,tha,no_sheath,0.63,
2024-03-27_thd,thd,no_sheath,0.64,
2024-03-27_the,the,no_sheath,0.63,
2024-03-28_tha,tha,no_bg,0.2,
2024-03-28_thd,thd,no_bg,0.48,
2024-03-28_the,the,no_bg,0.12,
2024-03-31_tha,tha,no_bg,2.0,
2024-03-31_thd,thd,no_bg,1.96,
2024-03-31_the,the,no_bg,2.0,
2024-04-01_tha,tha,no_bg,-1.17,
2024-04-01_thd,thd,no_bg,-1.18,
2024-04-01_the,the,no_bg,-1.26,
2024-04-02_tha,tha,no_bg,-1.9,
2024-04-02_thd,thd,no_bg,-1.9,
2024-04-02_the,the,no_bg,-0.44,
2024-04-03_tha,tha,no_bg,-2.07,
2024-04-03_thd,thd,no_sheath,-2.07,
2024-04-03_the,the,no_sheath,-1.3,
2024-04-04_tha,tha,no_bg,-3.02,
2024-04-04_thd,thd,no_bg,-2.98,
2024-04-04_the,the,no_bg,-3.18,
2024-04-05_tha,tha,no_bg,-1.69,
2024-04-05_thd,thd,no_bg,-1.72,
2024-04-05_the,the,no_bg,-1.71,
2024-04-06_tha,tha,no_bg,0.3,
2024-04-06_thd,thd,no_bg,0.36,
2024-04-06_the,the,no_bg,-0.13,
2024-04-07_tha,tha,no_bg,0.46,
2024-04-07_thd,thd,no_bg,0.46,
2024-04-07_the,the,no_bg,0.46,
2024-04-08_tha,tha,no_bg,-1.88,
2024-04-08_thd,thd,no_bg,-1.88,
2024-04-08_the,the,no_bg,-1.7,
2024-04-09_tha,tha,no_bg,-1.02,
2024-04-09_thd,thd,no_bg,-1.08,
2024-04-09_the,the,no_bg,-0.65,
2024-04-10_tha,tha,no_bg,0.03,
2024-04-10_thd,thd,no_bg,0.05,
2024-04-10_the,the,no_bg,-0.26,
2024-04-11_tha,tha,no_bg,1.9,
2024-04-11_thd,thd,no_bg,1.89,
2024-04-11_the,the,no_bg,1.64,
2024-04-12_tha,tha,no_bg,1.22,
2024-04-12_thd,thd,no_bg,1.18,
2024-04-12_the,the,no_bg,0.83,
2024-04-13_tha,tha,no_bg,2.13,
2024-04-13_thd,thd,no_bg,2.14,
2024-04-13_the,the,no_bg,2.46,
2024-04-14_tha,tha,contrib,-1.53,BOUNDARY_LAYER
2024-04-14_thd,thd,no_bg,-1.47,
2024-04-14_the,the,no_bg,-1.21,
2024-04-15_tha,tha,contrib,-1.53,BOUNDARY_LAYER
2024-04-15_thd,thd,no_bg,-1.53,
2024-04-15_the,the,contrib,-1.53,AMBIGUOUS
2024-04-16_tha,tha,no_shell,-5.49,
2024-04-16_thd,thd,no_sheath,-5.49,
2024-04-16_the,the,no_shell,-6.01,
2024-04-17_tha,tha,contrib,3.45,AMBIGUOUS
2024-04-17_thd,thd,contrib,3.49,CONFIRMED_PDL
2024-04-17_the,the,contrib,3.74,AMBIGUOUS
2024-04-18_tha,tha,contrib,3.99,CONFIRMED_PDL
2024-04-18_thd,thd,contrib,4.12,CONFIRMED_PDL
2024-04-18_the,the,contrib,4.66,CONFIRMED_PDL
2024-04-19_tha,tha,no_shell,-11.7,
2024-04-19_thd,thd,contrib,-10.78,AMBIGUOUS
2024-04-19_the,the,contrib,-7.74,AMBIGUOUS
2024-04-20_tha,tha,no_bg,-2.83,
2024-04-20_thd,thd,no_bg,-2.77,
2024-04-20_the,the,no_bg,-2.76,
2024-04-21_tha,tha,no_bg,-1.13,
2024-04-21_thd,thd,no_bg,-2.13,
2024-04-21_the,the,no_bg,-3.42,
2024-04-22_tha,tha,no_bg,0.05,
2024-04-22_thd,thd,no_sheath,0.05,
2024-04-22_the,the,no_bg,-0.04,
2024-04-23_tha,tha,no_bg,0.05,
2024-04-23_thd,thd,no_bg,0.27,
2024-04-23_the,the,no_bg,0.05,
2024-04-24_tha,tha,no_bg,3.36,
2024-04-24_thd,thd,no_bg,3.19,
2024-04-25_tha,tha,no_bg,-0.35,
2024-04-25_thd,thd,no_bg,-0.11,
2024-04-25_the,the,no_bg,0.39,
2024-04-26_tha,tha,no_shell,-8.13,
2024-04-26_thd,thd,no_shell,-7.25,
2024-04-26_the,the,contrib,-6.44,AMBIGUOUS
2024-04-27_tha,tha,no_shell,3.92,
2024-04-27_thd,thd,no_shell,3.92,
2024-04-27_the,the,contrib,3.5,AMBIGUOUS
2024-04-28_tha,tha,no_shell,3.2,
2024-04-28_thd,thd,contrib,2.99,AMBIGUOUS
2024-04-28_the,the,contrib,2.88,AMBIGUOUS
2024-04-29_tha,tha,no_shell,1.45,
2024-04-29_thd,thd,no_shell,0.63,
2024-04-29_the,the,no_shell,-0.36,
2024-04-30_tha,tha,no_shell,1.73,
2024-04-30_thd,thd,no_shell,1.73,
2024-04-30_the,the,no_shell,-4.39,
2024-05-01_tha,tha,no_sheath,9.44,
2024-05-01_thd,thd,no_shell,8.5,
2024-05-01_the,the,no_sheath,-1.71,
2024-05-02_tha,tha,no_sheath,-1.58,
2024-05-02_thd,thd,no_shell,-1.27,
2024-05-02_the,the,no_shell,-0.54,
2024-05-04_tha,tha,no_bg,-0.84,
2024-05-04_thd,thd,no_bg,-0.65,
2024-05-04_the,the,no_bg,-0.36,
2024-05-05_tha,tha,no_sheath,3.81,
2024-05-05_thd,thd,no_sheath,3.93,
2024-05-05_the,the,no_sheath,3.95,
2024-05-06_tha,tha,no_shell,2.62,
2024-05-06_thd,thd,no_shell,3.02,
2024-05-06_the,the,no_shell,4.09,
2024-05-07_tha,tha,no_shell,2.49,
2024-05-07_thd,thd,no_shell,0.44,
2024-05-07_the,the,no_shell,0.43,
2024-05-08_tha,tha,no_shell,0.56,
2024-05-08_thd,thd,no_shell,0.4,
2024-05-08_the,the,no_shell,0.44,
2024-05-09_tha,tha,no_bg,0.89,
2024-05-09_thd,thd,no_bg,0.54,
2024-05-09_the,the,no_shell,0.42,
2024-05-10_tha,tha,no_shell,-2.77,
2024-05-10_thd,thd,no_shell,-2.65,
2024-05-10_the,the,no_shell,-0.49,
2024-05-14_tha,tha,no_bg,2.1,
2024-05-14_thd,thd,no_bg,2.1,
2024-05-14_the,the,no_sheath,1.98,
2024-05-15_tha,tha,no_bg,2.0,
2024-05-15_thd,thd,no_bg,2.09,
2024-05-15_the,the,no_bg,2.1,
2024-05-16_tha,tha,contrib,-1.15,AMBIGUOUS
2024-05-16_thd,thd,no_shell,-1.11,
2024-05-16_the,the,no_shell,-0.87,
2024-05-17_tha,tha,contrib,7.37,CONFIRMED_PDL
2024-05-17_thd,thd,no_shell,7.38,
2024-05-18_tha,tha,contrib,-3.99,AMBIGUOUS
2024-05-18_thd,thd,no_shell,-4.07,
2024-05-18_the,the,no_shell,-4.3,
2024-05-19_tha,tha,contrib,-2.28,AMBIGUOUS
2024-05-19_thd,thd,contrib,-2.38,AMBIGUOUS
2024-05-19_the,the,no_shell,-2.38,
2024-05-20_tha,tha,no_bg,1.9,
2024-05-20_thd,thd,no_bg,1.88,
2024-05-20_the,the,contrib,1.78,AMBIGUOUS
2024-05-21_tha,tha,no_bg,3.01,
2024-05-21_thd,thd,no_bg,3.15,
2024-05-21_the,the,no_bg,3.28,
2024-05-22_tha,tha,no_bg,2.61,
2024-05-22_thd,thd,no_bg,2.61,
2024-05-22_the,the,contrib,2.36,AMBIGUOUS
2024-05-23_tha,tha,contrib,1.62,CONFIRMED_PDL
2024-05-23_thd,thd,contrib,1.63,CONFIRMED_PDL
2024-05-23_the,the,contrib,2.25,AMBIGUOUS
2024-05-24_tha,tha,contrib,-4.94,AMBIGUOUS
2024-05-24_the,the,contrib,-4.93,AMBIGUOUS
2024-05-25_tha,tha,no_bg,2.88,
2024-05-25_thd,thd,no_bg,2.87,
2024-05-26_tha,tha,no_bg,1.73,
2024-05-26_thd,thd,no_bg,1.73,
2024-05-26_the,the,no_bg,0.93,
2024-05-27_tha,tha,no_bg,2.14,
2024-05-27_thd,thd,no_bg,2.14,
2024-05-27_the,the,no_sheath,1.68,
2024-05-28_tha,tha,no_bg,5.65,
2024-05-28_thd,thd,no_bg,5.66,
2024-05-28_the,the,no_bg,5.53,
2024-05-29_tha,tha,no_bg,3.87,
2024-05-29_thd,thd,no_bg,3.87,
2024-05-29_the,the,no_bg,-1.57,
