eid,probe,stage,bz,cls
2021-01-12_the,the,contrib,2.49,CONFIRMED_PDL
2021-01-13_tha,tha,contrib,0.44,AMBIGUOUS
2021-01-13_thd,thd,contrib,0.21,AMBIGUOUS
2021-01-13_the,the,contrib,0.4,CONFIRMED_PDL
2021-01-14_tha,tha,contrib,0.62,AMBIGUOUS
2021-01-14_thd,thd,contrib,0.44,AMBIGUOUS
2021-01-14_the,the,contrib,0.44,CONFIRMED_PDL
2021-01-15_tha,tha,no_bg,0.83,
2021-01-15_thd,thd,contrib,0.74,CONFIRMED_PDL
2021-01-15_the,the,contrib,0.69,CONFIRMED_PDL
2021-01-16_tha,tha,contrib,1.14,AMBIGUOUS
2021-01-16_thd,thd,contrib,0.87,AMBIGUOUS
2021-01-16_the,the,contrib,0.94,AMBIGUOUS
2021-01-17_tha,tha,no_bg,-0.07,
2021-01-17_thd,thd,contrib,-0.11,AMBIGUOUS
2021-01-17_the,the,contrib,-0.1,AMBIGUOUS
2021-01-18_tha,tha,contrib,-0.58,AMBIGUOUS
2021-01-18_thd,thd,contrib,-0.01,AMBIGUOUS
2021-01-18_the,the,contrib,-0.3,AMBIGUOUS
2021-01-19_tha,tha,contrib,0.02,AMBIGUOUS
2021-01-19_thd,thd,contrib,-0.62,AMBIGUOUS
2021-01-19_the,the,contrib,-0.1,AMBIGUOUS
2021-01-20_tha,tha,no_bg,1.97,
2021-01-20_thd,thd,no_bg,2.09,
2021-01-20_the,the,contrib,1.97,AMBIGUOUS
2021-01-21_tha,tha,no_bg,-0.77,
2021-01-21_thd,thd,no_bg,-0.77,
2021-01-21_the,the,contrib,-0.77,AMBIGUOUS
2021-01-22_tha,tha,no_bg,-1.15,
2021-01-22_thd,thd,no_bg,-1.16,
2021-01-22_the,the,no_bg,-1.2,
2021-01-23_tha,tha,no_bg,0.37,
2021-01-23_thd,thd,no_bg,0.59,
2021-01-23_the,the,contrib,0.41,AMBIGUOUS
2021-01-24_tha,tha,no_bg,-1.17,
2021-01-24_thd,thd,no_bg,-0.53,
2021-01-24_the,the,no_bg,-0.95,
2021-01-25_tha,tha,no_bg,-1.31,
2021-01-25_thd,thd,no_bg,-2.49,
2021-01-25_the,the,no_bg,-1.52,
2021-01-26_tha,tha,no_bg,-1.24,
2021-01-26_thd,thd,no_bg,-1.06,
2021-01-26_the,the,no_bg,-1.24,
2021-01-27_tha,tha,no_bg,-0.36,
2021-01-27_thd,thd,no_bg,-0.5,
2021-01-27_the,the,no_bg,-0.36,
2021-01-28_tha,tha,no_sheath,0.67,
2021-01-28_thd,thd,no_sheath,1.1,
2021-01-28_the,the,no_sheath,0.49,
2021-01-29_tha,tha,no_bg,-0.44,
2021-01-29_thd,thd,no_bg,-0.44,
2021-01-29_the,the,no_bg,-0.44,
2021-01-30_tha,tha,no_sheath,0.03,
2021-01-30_thd,thd,no_sheath,0.03,
2021-01-30_the,the,no_sheath,0.05,
2021-01-31_tha,tha,no_bg,0.37,
2021-01-31_thd,thd,no_bg,0.21,
2021-01-31_the,the,no_bg,0.55,
2021-02-01_tha,tha,no_bg,1.32,
2021-02-01_thd,thd,no_bg,1.32,
2021-02-01_the,the,no_bg,0.81,
2021-02-02_tha,tha,no_bg,-1.72,
2021-02-02_thd,thd,no_bg,-1.73,
2021-02-02_the,the,no_bg,-1.61,
2021-02-03_tha,tha,no_bg,-0.78,
2021-02-03_thd,thd,no_bg,0.7,
2021-02-03_the,the,no_bg,-2.23,
2021-02-04_tha,tha,no_sheath,1.19,
2021-02-04_thd,thd,no_sheath,1.33,
2021-02-04_the,the,no_bg,0.95,
2021-02-05_tha,tha,no_sheath,-1.33,
2021-02-05_thd,thd,no_sheath,-1.43,
2021-02-05_the,the,no_sheath,-1.04,
2021-02-06_tha,tha,contrib,1.91,AMBIGUOUS
2021-02-06_thd,thd,contrib,1.91,AMBIGUOUS
2021-02-06_the,the,contrib,1.91,AMBIGUOUS
2021-02-07_tha,tha,contrib,-2.32,AMBIGUOUS
2021-02-07_thd,thd,contrib,-0.81,AMBIGUOUS
2021-02-07_the,the,contrib,-3.18,AMBIGUOUS
2021-02-08_tha,tha,no_bg,1.06,
2021-02-08_thd,thd,no_bg,1.21,
2021-02-08_the,the,no_bg,0.61,
2021-02-09_tha,tha,no_sheath,-0.16,
2021-02-09_thd,thd,no_sheath,-0.11,
2021-02-09_the,the,no_sheath,0.12,
2021-02-10_tha,tha,no_sheath,-0.97,
2021-02-10_thd,thd,no_sheath,-0.99,
2021-02-10_the,the,no_sheath,-1.05,
2021-02-11_tha,tha,no_bg,2.42,
2021-02-11_thd,thd,no_bg,2.42,
2021-02-11_the,the,no_bg,2.62,
2021-02-12_tha,tha,no_bg,-3.59,
2021-02-12_thd,thd,no_bg,-3.49,
2021-02-12_the,the,no_bg,-3.71,
2021-02-13_tha,tha,no_bg,-0.97,
2021-02-13_thd,thd,no_bg,-0.92,
2021-02-13_the,the,no_sheath,-0.96,
2021-02-14_tha,tha,no_sheath,-0.13,
2021-02-14_thd,thd,no_sheath,-0.13,
2021-02-14_the,the,no_sheath,-0.13,
2021-02-15_tha,tha,no_sheath,-0.25,
2021-02-15_thd,thd,no_sheath,-0.19,
2021-02-15_the,the,no_sheath,-0.27,
2021-02-16_tha,tha,no_bg,-4.83,
2021-02-16_thd,thd,no_bg,-3.03,
2021-02-16_the,the,no_bg,-5.7,
2021-02-17_tha,tha,no_sheath,-0.73,
2021-02-17_thd,thd,no_sheath,-0.63,
2021-02-17_the,the,no_bg,-0.75,
2021-02-18_tha,tha,no_sheath,-0.33,
2021-02-18_thd,thd,no_sheath,-0.86,
2021-02-18_the,the,no_sheath,0.61,
2021-02-19_tha,tha,no_bg,-5.62,
2021-02-19_thd,thd,no_bg,-5.34,
2021-02-19_the,the,no_bg,-6.0,
2021-02-20_tha,tha,no_bg,-2.56,
2021-02-20_thd,thd,no_bg,-2.55,
2021-02-20_the,the,no_bg,-2.9,
2021-02-21_tha,tha,no_sheath,2.46,
2021-02-21_thd,thd,no_sheath,2.75,
2021-02-21_the,the,no_sheath,2.17,
2021-02-22_tha,tha,no_bg,-1.05,
2021-02-22_thd,thd,no_bg,-0.9,
2021-02-22_the,the,no_bg,-1.1,
2021-02-23_the,the,no_bg,-1.09,
2021-02-24_tha,tha,no_bg,-1.76,
2021-02-24_thd,thd,no_bg,-1.63,
2021-02-24_the,the,no_bg,-2.11,
2021-02-25_tha,tha,no_bg,-3.83,
2021-02-25_thd,thd,no_bg,-3.85,
2021-02-25_the,the,no_bg,-3.77,
2021-02-26_tha,tha,no_sheath,-1.36,
2021-02-26_thd,thd,no_sheath,-1.3,
2021-02-26_the,the,no_sheath,-1.93,
2021-02-27_tha,tha,no_sheath,-0.03,
2021-02-27_thd,thd,no_sheath,0.03,
2021-02-27_the,the,no_sheath,-0.03,
2021-02-28_tha,tha,no_sheath,-1.55,
2021-02-28_thd,thd,no_sheath,-1.48,
2021-02-28_the,the,no_bg,-2.13,
2021-03-01_tha,tha,no_bg,-2.24,
2021-03-01_thd,thd,no_bg,-2.18,
2021-03-01_the,the,no_bg,-2.28,
2021-03-02_thd,thd,no_bg,-3.33,
2021-03-02_the,the,no_bg,-3.48,
2021-03-03_the,the,no_bg,-3.48,
2021-03-04_thd,thd,no_bg,-1.31,
2021-03-04_the,the,no_bg,-1.2,
2021-03-05_the,the,no_sheath,-1.55,
2021-03-06_the,the,no_bg,0.66,
2021-03-07_the,the,no_sheath,1.52,
2021-12-07_tha,tha,no_bg,2.03,
2021-12-08_tha,tha,no_sheath,-1.19,
2021-12-09_tha,tha,no_sheath,-1.07,
2021-12-09_thd,thd,no_sheath,-0.94,
2021-12-10_tha,tha,no_bg,0.0,
2021-12-10_thd,thd,no_bg,-0.15,
2021-12-11_tha,tha,no_sheath,-1.45,
2021-12-11_thd,thd,no_sheath,-1.2,
2021-12-11_the,the,no_sheath,-1.24,
2021-12-12_tha,tha,no_bg,-0.95,
2021-12-12_thd,thd,no_bg,-1.05,
2021-12-12_the,the,no_sheath,-0.84,
2021-12-14_tha,tha,no_bg,1.3,
2021-12-14_thd,thd,no_bg,1.81,
2021-12-14_the,the,no_bg,1.07,
2021-12-16_tha,tha,no_bg,-2.04,
2021-12-16_thd,thd,no_bg,-1.96,
2021-12-16_the,the,no_bg,-2.01,
2021-12-17_tha,tha,no_sheath,0.05,
2021-12-17_thd,thd,no_sheath,-0.08,
2021-12-17_the,the,no_sheath,0.16,
2021-12-18_tha,tha,no_bg,-0.97,
2021-12-18_thd,thd,no_sheath,-0.97,
2021-12-18_the,the,no_bg,-0.97,
2021-12-19_tha,tha,contrib,1.46,AMBIGUOUS
2021-12-19_thd,thd,contrib,2.88,AMBIGUOUS
2021-12-19_the,the,contrib,-1.51,AMBIGUOUS
2021-12-20_tha,tha,no_sheath,-0.51,
2021-12-20_thd,thd,no_sheath,-0.48,
2021-12-20_the,the,no_sheath,-0.59,
2021-12-21_tha,tha,no_bg,-0.53,
2021-12-21_thd,thd,no_sheath,1.4,
2021-12-22_tha,tha,no_sheath,1.3,
2021-12-22_thd,thd,no_sheath,1.39,
2021-12-22_the,the,no_sheath,1.34,
2021-12-23_tha,tha,no_sheath,1.24,
2021-12-23_thd,thd,no_sheath,1.03,
2021-12-23_the,the,no_sheath,1.37,
2021-12-24_tha,tha,no_sheath,1.58,
2021-12-24_thd,thd,no_sheath,1.55,
2021-12-24_the,the,no_sheath,1.58,
2021-12-25_tha,tha,no_bg,-2.92,
2021-12-25_thd,thd,no_bg,-2.87,
2021-12-25_the,the,no_bg,-2.92,
2021-12-26_tha,tha,no_sheath,0.63,
2021-12-26_thd,thd,no_sheath,0.38,
2021-12-26_the,the,no_sheath,0.87,
2021-12-27_tha,tha,no_bg,2.68,
2021-12-27_thd,thd,no_bg,3.18,
2021-12-27_the,the,no_bg,2.76,
2021-12-28_tha,tha,no_sheath,0.04,
2021-12-28_thd,thd,no_sheath,0.06,
2021-12-28_the,the,no_sheath,-0.04,
2021-12-29_tha,tha,contrib,7.6,AMBIGUOUS
2021-12-29_thd,thd,contrib,7.6,AMBIGUOUS
2021-12-29_the,the,no_bg,-0.65,
2021-12-30_tha,tha,contrib,7.6,AMBIGUOUS
2021-12-30_thd,thd,contrib,7.6,AMBIGUOUS
2021-12-30_the,the,contrib,7.6,AMBIGUOUS
2021-12-31_tha,tha,no_bg,0.46,
2021-12-31_thd,thd,no_bg,0.77,
2021-12-31_the,the,no_bg,0.33,
2022-01-01_tha,tha,no_sheath,-0.55,
2022-01-01_thd,thd,no_sheath,-1.33,
2022-01-01_the,the,no_sheath,-0.06,
2022-01-02_tha,tha,no_sheath,-0.11,
2022-01-02_thd,thd,no_sheath,0.04,
2022-01-02_the,the,no_sheath,-0.11,
2022-01-03_tha,tha,no_bg,2.53,
2022-01-03_thd,thd,no_bg,1.06,
2022-01-03_the,the,no_bg,2.72,
2022-01-04_tha,tha,no_sheath,0.17,
2022-01-04_thd,thd,no_sheath,0.12,
2022-01-04_the,the,no_sheath,0.16,
2022-01-05_tha,tha,no_sheath,1.44,
2022-01-05_thd,thd,no_sheath,1.0,
2022-01-05_the,the,no_sheath,1.58,
2022-01-06_tha,tha,no_sheath,0.84,
2022-01-06_thd,thd,no_sheath,0.6,
2022-01-06_the,the,no_sheath,0.85,
2022-01-07_tha,tha,no_sheath,0.85,
2022-01-07_thd,thd,no_sheath,0.85,
2022-01-07_the,the,no_sheath,0.85,
2022-01-08_tha,tha,no_sheath,0.25,
2022-01-08_thd,thd,no_sheath,0.58,
2022-01-08_the,the,no_sheath,0.26,
2022-01-09_tha,tha,no_shell,2.45,
2022-01-09_thd,thd,no_bg,4.27,
2022-01-09_the,the,no_bg,2.63,
2022-01-10_tha,tha,no_sheath,0.83,
2022-01-10_thd,thd,no_sheath,1.31,
2022-01-10_the,the,no_sheath,1.13,
2022-01-11_tha,tha,no_bg,-1.27,
2022-01-11_thd,thd,no_bg,-0.53,
2022-01-11_the,the,no_bg,-0.94,
2022-01-12_tha,tha,no_bg,0.13,
2022-01-12_thd,thd,no_bg,0.62,
2022-01-12_the,the,no_sheath,0.27,
2022-01-13_tha,tha,no_bg,-0.95,
2022-01-13_thd,thd,no_sheath,-1.56,
2022-01-13_the,the,no_sheath,-1.57,
2022-01-14_tha,tha,contrib,-5.47,AMBIGUOUS
2022-01-14_thd,thd,contrib,-8.8,AMBIGUOUS
2022-01-14_the,the,contrib,-6.84,AMBIGUOUS
2022-01-15_tha,tha,contrib,-5.3,AMBIGUOUS
2022-01-15_thd,thd,contrib,-5.47,AMBIGUOUS
2022-01-15_the,the,contrib,-5.47,AMBIGUOUS
2022-01-16_tha,tha,no_bg,1.62,
2022-01-16_thd,thd,no_bg,0.99,
2022-01-16_the,the,no_bg,1.37,
2022-01-17_tha,tha,contrib,1.45,AMBIGUOUS
2022-01-17_thd,thd,no_bg,2.25,
2022-01-17_the,the,no_bg,1.74,
2022-01-18_tha,tha,no_bg,-1.41,
2022-01-18_thd,thd,no_bg,-1.71,
2022-01-18_the,the,no_bg,-1.76,
2022-01-19_tha,tha,contrib,-0.01,AMBIGUOUS
2022-01-19_thd,thd,contrib,0.49,AMBIGUOUS
2022-01-19_the,the,contrib,0.26,AMBIGUOUS
2022-01-20_tha,tha,no_bg,1.37,
2022-01-20_thd,thd,no_bg,1.29,
2022-01-20_the,the,no_bg,1.27,
2022-01-21_tha,tha,contrib,-3.72,AMBIGUOUS
2022-01-21_thd,thd,contrib,-3.25,AMBIGUOUS
2022-01-21_the,the,no_bg,-3.44,
2022-01-22_tha,tha,contrib,-3.78,AMBIGUOUS
2022-01-22_thd,thd,no_bg,-3.65,
2022-01-22_the,the,no_bg,-3.65,
2022-01-23_tha,tha,no_bg,-3.96,
2022-01-23_thd,thd,no_bg,-3.54,
2022-01-23_the,the,no_bg,-3.41,
2022-01-24_tha,tha,contrib,0.85,AMBIGUOUS
2022-01-24_thd,thd,no_bg,1.03,
2022-01-24_the,the,no_bg,1.1,
2022-01-25_tha,tha,no_shell,-0.08,
2022-01-25_thd,thd,no_shell,-2.44,
2022-01-25_the,the,contrib,-2.45,AMBIGUOUS
2022-01-26_tha,tha,contrib,1.7,AMBIGUOUS
2022-01-26_thd,thd,contrib,2.78,AMBIGUOUS
2022-01-26_the,the,contrib,3.07,AMBIGUOUS
2022-01-27_tha,tha,no_shell,0.47,
2022-01-27_thd,thd,contrib,0.8,CONFIRMED_PDL
2022-01-27_the,the,contrib,0.9,AMBIGUOUS
2022-01-28_tha,tha,no_shell,-1.79,
2022-01-28_thd,thd,contrib,0.41,AMBIGUOUS
2022-01-28_the,the,contrib,0.21,AMBIGUOUS
2022-01-29_tha,tha,no_bg,0.41,
2022-01-29_thd,thd,no_bg,1.05,
2022-01-29_the,the,no_bg,0.97,
2022-01-30_tha,tha,no_bg,0.22,
2022-01-30_thd,thd,no_bg,0.4,
2022-01-30_the,the,no_bg,0.4,
2022-01-31_tha,tha,no_bg,-3.84,
2022-01-31_thd,thd,no_bg,-3.94,
2022-01-31_the,the,no_bg,-3.93,
2022-02-01_tha,tha,no_shell,0.3,
2022-02-01_thd,thd,contrib,-0.2,AMBIGUOUS
2022-02-01_the,the,contrib,-0.3,AMBIGUOUS
2022-02-02_tha,tha,no_shell,2.41,
2022-02-02_thd,thd,no_shell,3.11,
2022-02-02_the,the,no_shell,2.99,
2022-02-03_tha,tha,no_shell,-1.3,
2022-02-03_thd,thd,no_shell,-2.85,
2022-02-03_the,the,no_shell,-2.82,
2022-02-04_tha,tha,no_shell,-7.76,
2022-02-04_thd,thd,no_shell,-7.89,
2022-02-04_the,the,no_shell,-8.02,
2022-02-05_tha,tha,no_shell,0.25,
2022-02-05_thd,thd,no_shell,1.32,
2022-02-05_the,the,no_shell,1.48,
2022-02-06_tha,tha,no_shell,-0.1,
2022-02-06_thd,thd,no_bg,-1.04,
2022-02-06_the,the,no_bg,-1.04,
2022-02-07_tha,tha,no_bg,-0.47,
2022-02-07_thd,thd,no_bg,-0.75,
2022-02-07_the,the,no_bg,-0.75,
2022-02-08_tha,tha,no_bg,-1.11,
2022-02-08_thd,thd,no_bg,-0.8,
2022-02-08_the,the,no_bg,-0.8,
2022-02-09_tha,tha,no_bg,0.87,
2022-02-09_thd,thd,no_bg,0.62,
2022-02-09_the,the,no_bg,0.62,
2022-02-10_tha,tha,no_shell,-7.88,
2022-02-10_thd,thd,no_sheath,2.85,
2022-02-10_the,the,no_sheath,2.88,
2022-02-11_tha,tha,no_sheath,10.64,
2022-02-11_thd,thd,no_sheath,15.88,
2022-02-11_the,the,no_sheath,15.96,
2022-02-12_tha,tha,no_shell,-2.71,
2022-02-12_thd,thd,no_shell,-2.56,
2022-02-12_the,the,no_shell,-2.53,
2022-02-13_tha,tha,contrib,-2.58,AMBIGUOUS
2022-02-13_thd,thd,no_shell,-2.31,
2022-02-13_the,the,no_shell,-2.31,
2022-02-14_tha,tha,no_shell,-1.53,
2022-02-14_thd,thd,no_shell,-2.28,
2022-02-14_the,the,no_shell,-2.28,
2022-02-15_tha,tha,no_shell,-0.21,
2022-02-15_thd,thd,no_shell,-1.63,
2022-02-15_the,the,no_shell,-1.63,
2022-02-16_tha,tha,contrib,-1.79,AMBIGUOUS
2022-02-16_thd,thd,no_shell,-2.37,
2022-02-16_the,the,no_shell,-2.38,
2022-02-17_tha,tha,no_bg,-0.63,
2022-02-17_thd,thd,no_bg,0.04,
2022-02-17_the,the,no_bg,0.05,
2022-02-18_tha,tha,no_shell,-4.77,
2022-02-18_thd,thd,no_shell,-2.34,
2022-02-18_the,the,no_shell,-2.3,
2022-02-19_tha,tha,contrib,-1.14,AMBIGUOUS
2022-02-19_thd,thd,no_shell,-1.71,
2022-02-19_the,the,no_shell,-1.71,
2022-02-20_tha,tha,contrib,3.81,AMBIGUOUS
2022-02-20_thd,thd,contrib,3.55,AMBIGUOUS
2022-02-20_the,the,contrib,3.57,AMBIGUOUS
2022-02-21_tha,tha,contrib,4.17,CONFIRMED_PDL
2022-02-21_thd,thd,contrib,3.83,AMBIGUOUS
2022-02-21_the,the,contrib,3.83,AMBIGUOUS
2022-02-22_tha,tha,contrib,-3.79,AMBIGUOUS
2022-02-22_thd,thd,contrib,-2.86,AMBIGUOUS
2022-02-22_the,the,no_shell,-2.9,
2022-02-23_tha,tha,no_bg,-0.52,
2022-02-23_thd,thd,contrib,-0.46,AMBIGUOUS
2022-02-23_the,the,contrib,-0.48,AMBIGUOUS
2022-02-24_tha,tha,no_bg,1.83,
2022-02-24_thd,thd,no_bg,1.52,
2022-02-24_the,the,no_bg,1.52,
2022-02-25_tha,tha,no_bg,1.64,
2022-02-25_the,the,contrib,0.53,CONFIRMED_PDL
2022-02-26_tha,tha,no_bg,1.14,
2022-02-26_thd,thd,contrib,1.6,AMBIGUOUS
2022-02-26_the,the,contrib,1.54,AMBIGUOUS
2022-02-27_tha,tha,contrib,4.54,CONFIRMED_PDL
2022-02-27_thd,thd,contrib,2.76,CONFIRMED_PDL
2022-02-27_the,the,contrib,2.91,AMBIGUOUS
2022-02-28_tha,tha,no_bg,5.34,
2022-02-28_thd,thd,no_bg,2.38,
2022-02-28_the,the,no_shell,2.38,
2022-03-01_tha,tha,no_bg,1.7,
2022-03-01_thd,thd,no_bg,2.35,
2022-03-01_the,the,no_bg,2.15,
2022-03-02_tha,tha,no_bg,-1.08,
2022-03-02_thd,thd,no_bg,0.43,
2022-03-02_the,the,no_bg,-0.68,
2022-03-03_tha,tha,no_bg,0.37,
2022-03-03_thd,thd,no_bg,0.4,
2022-03-03_the,the,no_bg,0.39,
2022-03-04_tha,tha,no_bg,-1.35,
2022-03-04_thd,thd,contrib,-2.21,AMBIGUOUS
2022-03-04_the,the,contrib,-2.1,AMBIGUOUS
2022-03-05_tha,tha,no_bg,-4.34,
2022-03-05_thd,thd,contrib,-5.1,AMBIGUOUS
2022-03-05_the,the,no_shell,-5.1,
2022-03-06_tha,tha,no_sheath,-1.85,
2022-03-06_thd,thd,no_sheath,-1.56,
2022-03-06_the,the,no_bg,-1.54,
2022-03-07_tha,tha,no_bg,-0.75,
2022-03-07_thd,thd,no_bg,-0.73,
2022-03-07_the,the,no_bg,-0.75,
2022-03-08_tha,tha,no_sheath,-0.75,
2022-03-08_thd,thd,no_bg,-2.33,
2022-03-08_the,the,no_bg,-2.33,
2022-03-09_tha,tha,no_sheath,-1.13,
2022-03-09_thd,thd,no_bg,-2.17,
2022-03-09_the,the,no_bg,-1.85,
2022-03-10_tha,tha,no_bg,-2.84,
2022-03-10_thd,thd,no_bg,-2.56,
2022-03-10_the,the,no_bg,-2.57,
2022-03-11_tha,tha,no_bg,-1.88,
2022-03-11_thd,thd,no_bg,-2.89,
2022-03-11_the,the,contrib,-2.65,AMBIGUOUS
2022-03-12_tha,tha,no_sheath,-0.31,
2022-03-12_thd,thd,no_sheath,-0.19,
2022-03-12_the,the,no_sheath,-0.19,
2022-03-13_tha,tha,no_shell,2.59,
2022-03-13_thd,thd,no_shell,-4.03,
2022-03-13_the,the,contrib,1.37,AMBIGUOUS
2022-03-14_tha,tha,no_sheath,4.99,
2022-03-14_thd,thd,no_sheath,5.16,
2022-03-14_the,the,no_bg,5.07,
2022-03-15_tha,tha,no_bg,1.77,
2022-03-15_thd,thd,no_bg,1.01,
2022-03-15_the,the,no_bg,1.7,
2022-03-16_tha,tha,no_bg,-1.94,
2022-03-16_thd,thd,no_bg,-1.94,
2022-03-16_the,the,no_bg,-1.94,
2022-03-17_tha,tha,no_bg,-1.42,
2022-03-17_thd,thd,no_bg,-1.42,
2022-03-17_the,the,no_bg,-1.4,
2022-03-18_tha,tha,no_sheath,0.34,
2022-03-18_thd,thd,no_sheath,0.35,
2022-03-18_the,the,no_sheath,0.32,
2022-03-19_tha,tha,no_bg,-1.05,
2022-03-19_thd,thd,no_bg,-1.77,
2022-03-19_the,the,no_bg,-0.84,
2022-03-20_tha,tha,no_bg,5.89,
2022-03-20_thd,thd,no_bg,5.76,
2022-03-20_the,the,no_bg,5.89,
2022-03-21_tha,tha,no_sheath,0.27,
2022-03-21_thd,thd,no_sheath,0.27,
2022-03-21_the,the,no_bg,0.3,
2022-03-22_tha,tha,no_bg,-1.25,
2022-03-22_thd,thd,no_bg,-1.56,
2022-03-22_the,the,no_bg,-1.23,
2022-03-23_tha,tha,no_bg,4.86,
2022-03-23_thd,thd,no_bg,5.22,
2022-03-23_the,the,no_bg,4.66,
2022-03-24_tha,tha,no_bg,-0.72,
2022-03-24_thd,thd,no_bg,-0.72,
2022-03-24_the,the,no_bg,-0.72,
2022-03-25_tha,tha,no_sheath,-1.11,
2022-03-25_thd,thd,no_sheath,-0.97,
2022-03-25_the,the,no_sheath,-1.13,
2022-03-26_tha,tha,no_sheath,0.16,
2022-03-26_thd,thd,no_sheath,0.3,
2022-03-26_the,the,no_sheath,0.14,
2022-03-27_tha,tha,no_bg,5.01,
2022-03-27_thd,thd,no_bg,7.75,
2022-03-27_the,the,no_bg,4.46,
2022-03-28_tha,tha,no_sheath,0.64,
2022-03-28_thd,thd,no_sheath,0.37,
2022-03-28_the,the,no_sheath,0.71,
2022-03-29_tha,tha,no_bg,-1.13,
2022-03-29_thd,thd,no_bg,-0.61,
2022-03-29_the,the,no_bg,-1.13,
2022-03-30_tha,tha,no_bg,-1.41,
2022-03-30_thd,thd,no_bg,-0.51,
2022-03-30_the,the,no_bg,-1.46,
2022-03-31_tha,tha,no_bg,15.59,
2022-03-31_thd,thd,no_bg,15.55,
2022-03-31_the,the,no_bg,15.59,
2022-04-01_tha,tha,no_sheath,-3.03,
2022-04-01_thd,thd,no_sheath,-3.03,
2022-04-01_the,the,no_sheath,-3.03,
2022-04-02_tha,tha,no_sheath,-3.05,
2022-04-02_thd,thd,no_sheath,-3.18,
2022-04-02_the,the,no_bg,-3.05,
2022-04-03_tha,tha,no_sheath,-0.57,
2022-04-03_thd,thd,no_sheath,-0.75,
2022-04-03_the,the,no_sheath,-0.51,
2022-04-04_tha,tha,no_sheath,-2.69,
2022-04-04_thd,thd,no_sheath,-2.71,
2022-04-04_the,the,no_sheath,-2.65,
2022-04-05_tha,tha,no_sheath,1.55,
2022-04-05_thd,thd,no_bg,1.24,
2022-04-05_the,the,no_bg,1.43,
2022-04-06_tha,tha,no_sheath,-1.01,
2022-04-06_thd,thd,no_sheath,-0.82,
2022-04-06_the,the,no_sheath,-1.14,
2022-04-07_tha,tha,no_sheath,-2.41,
2022-04-07_thd,thd,no_sheath,-2.33,
2022-04-07_the,the,no_sheath,-2.46,
2022-04-08_tha,tha,no_sheath,1.81,
2022-04-08_thd,thd,no_sheath,2.08,
2022-04-08_the,the,no_bg,1.81,
2022-04-09_tha,tha,no_bg,11.33,
2022-04-09_thd,thd,no_bg,11.24,
2022-04-09_the,the,no_bg,11.33,
2022-04-10_tha,tha,no_bg,11.33,
2022-04-10_the,the,no_bg,11.33,
2022-04-11_tha,tha,no_sheath,0.49,
2022-04-11_thd,thd,no_sheath,-0.43,
2022-04-11_the,the,no_sheath,0.44,
2022-04-12_tha,tha,no_sheath,1.65,
2022-04-12_thd,thd,no_sheath,1.65,
2022-04-12_the,the,no_sheath,1.65,
2022-04-13_tha,tha,no_sheath,-1.76,
2022-04-13_thd,thd,no_sheath,-1.98,
2022-04-13_the,the,no_sheath,-1.74,
2022-04-14_thd,thd,no_bg,-2.75,
2022-04-14_the,the,no_bg,-1.45,
2022-04-15_the,the,no_sheath,0.04,
2022-04-16_thd,thd,no_sheath,2.09,
2022-04-16_the,the,no_sheath,2.21,
2022-04-17_thd,thd,no_sheath,3.59,
2022-04-17_the,the,no_sheath,3.95,
2022-04-19_the,the,no_sheath,-0.49,
2022-04-20_the,the,no_sheath,-1.16,
2023-01-19_tha,tha,no_sheath,0.76,
2023-01-21_tha,tha,no_bg,-1.1,
2023-01-22_tha,tha,no_sheath,-0.75,
2023-01-23_tha,tha,no_sheath,7.49,
2023-01-24_tha,tha,no_sheath,-1.19,
2023-01-24_thd,thd,no_sheath,-0.93,
2023-01-24_the,the,no_sheath,-1.0,
2023-01-25_tha,tha,no_sheath,-1.46,
2023-01-25_thd,thd,no_sheath,-1.68,
2023-01-25_the,the,no_sheath,-1.67,
2023-01-26_tha,tha,no_bg,5.36,
2023-01-26_thd,thd,no_bg,4.34,
2023-01-26_the,the,no_bg,4.87,
2023-01-27_tha,tha,no_sheath,-3.24,
2023-01-27_thd,thd,no_sheath,-2.85,
2023-01-27_the,the,no_sheath,-2.97,
2023-01-28_tha,tha,no_bg,-2.28,
2023-01-29_tha,tha,no_bg,2.23,
2023-01-29_thd,thd,no_sheath,2.27,
2023-01-29_the,the,no_sheath,2.26,
2023-01-30_thd,thd,no_sheath,1.38,
2023-01-30_the,the,no_sheath,0.91,
2023-01-31_tha,tha,no_bg,-1.26,
2023-01-31_thd,thd,no_bg,-2.17,
2023-01-31_the,the,no_sheath,-1.98,
2023-02-01_tha,tha,no_bg,-0.35,
2023-02-01_thd,thd,no_sheath,-0.35,
2023-02-01_the,the,no_sheath,-0.26,
2023-02-02_tha,tha,no_sheath,1.69,
2023-02-02_thd,thd,no_sheath,1.74,
2023-02-02_the,the,no_sheath,1.74,
2023-02-06_tha,tha,no_bg,-0.93,
2023-02-06_thd,thd,no_bg,-0.04,
2023-02-06_the,the,no_bg,-0.64,
2023-02-08_tha,tha,no_bg,0.17,
2023-02-08_thd,thd,no_bg,0.21,
2023-02-08_the,the,no_bg,0.32,
2023-02-09_tha,tha,no_sheath,-0.89,
2023-02-09_thd,thd,no_sheath,-1.22,
2023-02-09_the,the,no_sheath,-1.17,
2023-02-10_tha,tha,no_bg,-0.57,
2023-02-10_thd,thd,no_bg,-0.24,
2023-02-10_the,the,no_bg,-0.28,
