eid,grp,north,dp,cone,shear,bz,ma,sza,mp0,bs0,thick,n_bg,b_bg,t_bg,v_bg,dn,eb,beta_near,t_near,n_near,r_nb,peak,shape,flux
2025-05-17_the,A,True,6.53,74.3,89.80000000000001,0.01,5.2,19.6,8.579028487479375,11.200010545699937,2.6209820582205623,75.74014282226562,70.14083862304688,320.1180005519887,145.79019165039062,0.6332,1.4315,0.3942,205.0,47.96,-0.276,0.759,0.961,0.357
2025-05-25_tha,NONCAND,True,3.74,44.4,64.5,2.17,8.7,23.1,9.357923368570377,12.033351067784713,2.6754276992143353,34.44855308532715,38.73428535461426,204.96321012215304,140.31185913085938,1.1651,0.8909,3.8534,275.1,40.14,-0.055,nan,nan,nan
2025-05-27_thd,NONCAND,False,7.38,67.6,159.5,-3.56,17.5,22.1,8.053164140548278,10.28947851729196,2.2363143767436817,11.4607834815979,6.621820449829102,132.11350712501297,400.6654357910156,7.8452,5.5463,6.939,255.3,89.91,-0.429,nan,nan,nan
2025-05-29_tha,NONCAND,False,4.39,55.5,113.39999999999998,-1.68,9.8,23.5,8.922937286055252,11.453394591724283,2.5304573056690316,11.661852836608887,25.46748924255371,775.2789971714216,221.98431396484375,0.2573,3.4291,0.1408,904.6,3.0,-0.844,nan,nan,nan
2025-05-29_thd,NONCAND,False,4.36,54.0,112.39999999999998,-1.42,10.0,22.4,8.961333862078245,11.499631678511907,2.538297816433662,13.720437049865723,26.385891914367676,695.4531589645173,195.07217407226562,1.0518,2.2608,1.1702,716.5,14.43,-0.561,nan,nan,nan
2025-05-29_the,NONCAND,False,4.45,64.5,113.0,-1.97,8.2,20.7,8.8722225224015,11.420941299665323,2.5487187772638222,18.609756469726562,27.379838943481445,825.9764592406668,211.3018798828125,0.1315,3.6178,0.0907,884.2,2.45,-0.753,nan,nan,nan
2025-05-31_the,NONCAND,False,1.98,45.3,118.89999999999998,-1.32,7.3,23.3,10.112481743394795,13.049968867270819,2.937487123876023,9.814020156860352,30.25153923034668,572.915261189007,205.9251251220703,0.7063,1.4457,0.9233,642.2,6.93,-0.304,nan,nan,nan
2025-06-01_tha,NONCAND,False,3.83,73.1,116.10000000000002,-1.67,10.6,24.7,9.110494562611477,11.682774101266762,2.5722795386552857,11.576327800750732,21.070661544799805,618.9728094984063,222.2040786743164,1.0462,1.4202,3.6771,687.1,12.11,-0.37,nan,nan,nan
2025-06-01_thd,NONCAND,False,3.81,72.8,114.80000000000001,-1.65,10.6,23.4,9.120010878191128,11.69497727689344,2.574966398702312,13.230302810668945,23.96767807006836,607.0512538598855,270.8432922363281,1.0136,2.1692,0.989,447.6,13.41,-0.657,nan,nan,nan
2025-06-01_the,NONCAND,False,3.74,71.9,117.39999999999998,-1.69,10.8,21.9,9.14108523791178,11.719538985735543,2.5784537478237635,18.954505920410156,25.8155517578125,692.2899767954731,183.0900115966797,1.0245,1.4277,4.1785,728.2,19.42,0.109,nan,nan,nan
2025-06-02_tha,NONCAND,False,2.87,57.5,129.7,-5.43,5.0,24.9,9.068958650053059,11.862197914269402,2.793239264216343,5.864081382751465,37.46973991394043,440.81101347378205,244.76007843017578,0.1154,1.1697,0.0567,388.0,0.68,0.128,nan,nan,nan
2025-06-03_tha,NONCAND,False,2.33,47.2,166.5,-7.04,5.6,25.0,9.162277849395595,11.922939955785674,2.760662106390079,8.381694793701172,28.13994026184082,431.5753747130415,166.087646484375,1.2928,1.5027,0.7722,311.9,10.84,-0.262,nan,nan,nan
2025-06-03_thd,NONCAND,False,2.32,47.2,165.0,-6.92,5.6,23.4,9.179428513038413,11.945258241279351,2.765829728240938,10.531060695648193,29.291664123535156,434.32151717034174,176.96747589111328,1.436,1.4529,1.011,311.7,15.12,-0.229,nan,nan,nan
2025-06-03_the,NONCAND,False,2.42,50.4,171.5,-7.29,5.6,22.2,9.07920226898984,11.814833088339476,2.7356308193496357,14.793530464172363,42.45781707763672,460.9801179820963,128.67984008789062,1.1606,1.0972,1.0336,322.0,17.17,-0.171,nan,nan,nan
2025-06-04_thd,NONCAND,False,3.27,55.7,125.19999999999999,-2.49,6.7,23.1,9.235395911140808,11.94486028482207,2.7094643736812625,11.554839134216309,24.848894119262695,505.1086198185243,308.5256805419922,1.2421,2.2993,0.6572,369.1,14.35,-0.558,nan,nan,nan
2025-06-04_the,NONCAND,False,2.89,54.9,128.89999999999998,-3.25,6.7,22.0,9.31928851097365,12.053365149537717,2.7340766385640674,20.591468811035156,54.553062438964844,450.5274249012949,311.55804443359375,1.0083,0.4987,5.5443,490.7,20.76,0.093,nan,nan,nan
2025-06-05_tha,NONCAND,True,3.3,55.2,40.599999999999994,0.49,15.5,24.9,9.51885558357236,12.169227886147151,2.650372302574791,11.610723495483398,17.08468246459961,418.59172838412076,171.40740966796875,1.7011,1.0696,12.9831,471.9,19.75,-0.732,nan,nan,nan
2025-06-06_thd,NONCAND,False,2.1,46.1,116.10000000000002,-1.65,9.9,23.5,9.98143973094984,12.810354516390047,2.828914785440208,27.203594207763672,20.913357734680176,176.2469279893649,100.72597122192383,0.5067,2.661,0.3647,209.7,13.78,-0.673,nan,nan,nan
2025-06-06_the,NONCAND,False,2.11,50.6,121.39999999999998,-1.86,10.3,22.2,9.948627817920572,12.761865136015455,2.813237318094883,29.257404327392578,26.279172897338867,205.51088127607434,90.42292785644531,1.0502,1.858,1.3388,259.5,30.73,0.474,nan,nan,nan
2025-06-07_tha,NONCAND,True,3.4,64.7,50.69999999999999,8.64,4.3,25.9,9.56391576906588,12.620722178815154,3.0568064097492744,20.796533584594727,59.06109619140625,115.8259286079,122.33256530761719,1.1966,1.2212,0.2353,154.6,24.89,-0.583,nan,nan,nan
2025-06-07_thd,NONCAND,True,3.4,64.7,50.69999999999999,8.64,4.3,24.0,9.56391576906588,12.620722178815154,3.0568064097492744,45.94171142578125,58.399648666381836,152.79948153239667,133.10689544677734,0.096,1.2331,0.1087,321.0,4.41,0.646,nan,nan,nan
2025-06-07_the,NONCAND,True,3.47,65.0,51.89999999999998,8.26,4.3,22.7,9.53033906631973,12.576413733689522,3.0460746673697923,26.7397403717041,88.48431396484375,96.93707239987931,91.59686279296875,2.0419,0.6361,1.2521,188.8,54.6,-0.645,nan,nan,nan
2025-06-08_tha,NONCAND,True,3.06,65.2,48.89999999999998,9.24,4.2,25.8,9.724400759114912,12.853408663729466,3.1290079046145536,26.47397232055664,55.06855010986328,131.4005737034361,128.3775634765625,0.2724,1.3919,0.0834,171.9,7.21,0.141,nan,nan,nan
2025-06-08_thd,NONCAND,True,3.0,65.2,48.69999999999999,9.32,4.2,23.9,9.754502145301192,12.893195734170217,3.1386935888690246,44.288333892822266,55.75727081298828,143.39484532027058,136.8282012939453,0.0995,1.2924,0.1076,314.5,4.41,0.131,nan,nan,nan
2025-06-08_the,NONCAND,True,3.4,64.8,50.69999999999999,8.64,4.3,22.8,9.56391576906588,12.620722178815154,3.0568064097492744,27.730419158935547,94.69242858886719,99.78333620415447,94.21261596679688,1.9689,0.5944,1.2521,188.8,54.6,-0.653,nan,nan,nan
2025-06-09_the,NONCAND,False,4.49,81.8,96.19999999999999,-0.83,8.0,23.0,8.987319478844883,11.57468450068421,2.587365021839327,37.399635314941406,32.199241638183594,224.36474654070162,221.2129364013672,0.1791,2.3499,0.274,540.4,6.7,-0.536,nan,nan,nan
2025-06-10_tha,NONCAND,False,1.97,70.5,100.30000000000001,-0.51,11.3,26.2,10.221939607548894,13.099016541731036,2.877076934182142,15.638402938842773,18.76481533050537,244.57619423640256,115.06595230102539,0.9868,1.5578,1.8741,260.6,15.43,-0.649,nan,nan,nan
2025-06-10_thd,NONCAND,False,1.97,69.9,99.30000000000001,-0.46,11.3,24.0,10.228256186347723,13.107110990861992,2.878854804514269,22.06332778930664,18.286869049072266,258.55275161142424,104.80828857421875,0.9426,1.654,2.3274,260.6,20.8,-0.714,nan,nan,nan
2025-06-11_thd,A,True,2.51,88.7,80.10000000000002,0.79,10.3,23.8,9.92525722818329,12.731885894673338,2.806628666490049,25.906818389892578,27.97184944152832,196.2957698896402,107.08591842651367,0.5929,2.1205,0.3213,195.2,15.36,-0.911,1.0,0.887,0.539
2025-06-27_tha,NONCAND,True,2.05,59.1,50.19999999999999,0.7,11.9,26.6,10.23336415959512,13.107157451728519,2.8737932921333993,6.046343564987183,17.619834899902344,704.6756251591314,200.89613342285156,1.3329,1.8678,1.6699,534.9,8.06,-0.832,nan,nan,nan
2025-06-28_tha,NONCAND,False,1.6,56.5,93.89999999999998,-0.23,10.5,26.9,10.586420807718435,13.576904644728694,2.9904838370102595,6.867896556854248,16.891521453857422,437.3107974556938,161.89028930664062,0.5626,2.5355,0.374,444.1,3.86,-0.788,nan,nan,nan
2025-06-28_thd,NONCAND,False,1.6,56.1,94.5,-0.26,10.4,23.3,10.58250950147831,13.573418650804877,2.9909091493265674,8.89423418045044,17.66499900817871,433.69873106974205,147.8919448852539,0.9689,1.8451,1.2631,396.0,8.62,-0.711,nan,nan,nan
2025-07-01_thd,NONCAND,True,1.64,55.3,72.80000000000001,0.77,9.4,23.4,10.586049670963419,13.596053209240106,3.0100035382766865,13.344536781311035,15.831942081451416,377.1176055685485,148.94512939453125,0.0942,2.9767,0.123,531.2,1.26,-0.776,nan,nan,nan
2025-07-02_thd,NONCAND,False,2.06,45.8,117.80000000000001,-1.99,8.1,23.1,9.968530864082119,12.836786115593453,2.868255251511334,20.972020149230957,21.884987831115723,174.25834683522567,118.08314514160156,2.2712,1.3977,3.3381,162.6,47.63,-0.55,nan,nan,nan
2025-07-02_the,NONCAND,False,1.53,47.4,113.60000000000002,-1.79,6.8,23.6,10.448483444602328,13.508235041483625,3.0597515968812967,18.875612258911133,28.39801788330078,175.60947653282233,107.67825698852539,0.2183,2.4359,0.0753,287.0,4.12,-0.558,nan,nan,nan
2025-07-03_tha,NONCAND,True,7.68,80.0,30.600000000000023,6.01,7.8,26.5,8.427971182039654,10.859947870597157,2.431976688557503,13.074671745300293,14.098996639251709,145.23613735832214,341.28521728515625,2.6808,6.7146,0.17,107.8,35.05,-0.621,nan,nan,nan
2025-07-04_thd,NONCAND,False,1.6,78.5,103.89999999999998,-2.11,4.8,22.3,10.341312185551216,13.555467388793534,3.214155203242319,17.144121170043945,40.62462043762207,72.7165071393517,93.87453842163086,2.1659,1.313,0.4843,94.6,37.13,0.389,nan,nan,nan
2025-07-05_tha,NONCAND,False,3.13,86.6,100.39999999999998,-1.91,5.3,26.2,9.365136835796905,12.215602414499482,2.850465578702577,24.49394130706787,45.05374526977539,178.59584350209514,127.6019172668457,0.7045,1.4287,0.2456,143.6,17.26,-0.382,nan,nan,nan
2025-07-05_thd,NONCAND,False,3.15,87.1,99.39999999999998,-1.69,5.3,22.3,9.381988257031834,12.237582900800367,2.8555946437685336,36.0244197845459,44.84456443786621,174.43897397413934,119.76474380493164,0.4211,1.6242,0.2289,168.6,15.17,-0.788,nan,nan,nan
2025-07-06_tha,NONCAND,False,4.12,79.3,144.89999999999998,-7.24,6.9,26.4,8.38203431902734,10.832340094126865,2.4503057750995243,24.219852447509766,41.40000534057617,176.1849543328266,142.49607849121094,1.7001,1.2351,1.8015,274.5,41.18,-0.272,nan,nan,nan
2025-07-07_tha,NONCAND,False,4.1,78.7,138.7,-6.1,6.9,26.4,8.51611914473788,11.005621707906613,2.489502563168733,25.017780303955078,42.401039123535156,178.70334394861663,136.00364685058594,1.6348,1.1991,1.7986,272.1,40.9,-0.244,nan,nan,nan
2025-07-08_tha,NONCAND,True,2.71,65.1,66.39999999999998,2.29,6.8,26.5,9.827342281301261,12.705197847397253,2.8778555660959917,13.6207275390625,31.759567260742188,361.5836746962287,170.0928955078125,0.3547,2.0306,0.1633,358.1,4.83,-0.883,nan,nan,nan
2025-07-08_thd,NONCAND,True,2.7,64.9,66.30000000000001,2.29,6.8,22.5,9.832848412906523,12.712316403911943,2.87946799100542,17.52510929107666,35.7463436126709,368.49021648516793,142.39688873291016,1.2085,1.2219,1.4863,342.8,21.18,-0.758,nan,nan,nan
2025-07-10_thd,REJ,True,2.6,63.6,78.5,0.14,36.7,21.8,9.865053236582034,12.583985440312324,2.71893220373029,40.976715087890625,3.962341785430908,209.6232125596055,105.58413696289062,0.4758,13.4899,0.4176,217.3,19.5,-0.518,27.054,-0.347,0.018
2025-07-11_tha,NONCAND,True,4.62,50.7,89.80000000000001,0.02,6.7,25.2,9.039464983186274,11.691447482337963,2.651982499151689,34.24762725830078,41.77156448364258,219.07224366204392,138.2060546875,0.1252,1.9653,0.1077,444.3,4.29,-0.793,nan,nan,nan
2025-07-11_thd,NONCAND,False,4.65,50.9,90.5,-0.06,6.6,21.2,9.025172060985952,11.678025671730694,2.6528536107447422,45.93046951293945,40.126508712768555,237.04384143143852,123.01747512817383,1.4344,1.2646,2.6855,243.7,65.88,-0.421,nan,nan,nan
2025-07-11_the,NONCAND,False,4.44,51.1,111.5,-2.58,6.4,22.3,8.806553849887889,11.408538602622464,2.601984752734575,49.87646484375,38.71408462524414,224.1590764732398,151.09185028076172,0.1265,2.2881,0.1282,392.7,6.31,-0.814,nan,nan,nan
2025-07-12_tha,NONCAND,True,3.89,52.5,84.10000000000002,0.92,6.0,25.0,9.289106363861565,12.056485968095323,2.767379604233758,16.82753562927246,48.322078704833984,227.0196626976921,114.88546752929688,1.2109,1.3025,0.4973,242.3,20.38,-0.522,nan,nan,nan
2025-07-12_thd,NONCAND,True,3.88,52.4,84.10000000000002,0.92,5.9,20.9,9.292729823938425,12.068469016096241,2.7757391921578165,23.96770668029785,46.591957092285156,238.36228759026307,112.52240753173828,1.0877,1.4572,0.558,246.4,26.07,-0.735,nan,nan,nan
2025-07-13_the,NONCAND,False,2.87,54.5,146.3,-0.94,10.4,21.9,9.604156608211117,12.318556237812311,2.7143996296011945,17.969823837280273,30.118778228759766,487.5568382302486,138.14614868164062,1.1696,1.2531,2.5938,423.3,21.02,-0.367,nan,nan,nan
2025-07-14_tha,NONCAND,True,2.83,50.4,71.1,1.45,6.8,25.9,9.753766434989227,12.610075925576869,2.856309490587641,14.177029132843018,34.36837959289551,291.95388514634783,116.05680847167969,1.0682,1.3688,0.9965,328.6,15.14,-0.621,nan,nan,nan
2025-07-14_thd,A,True,2.83,50.4,71.1,1.45,6.8,21.5,9.753766434989227,12.610075925576869,2.856309490587641,25.229703903198242,30.29103660583496,340.73493556978434,130.6350860595703,0.5211,1.7252,0.6038,324.2,13.15,-0.511,1.0,0.892,0.481
2025-07-15_thd,NONCAND,False,2.79,56.5,97.19999999999999,-0.66,6.2,21.2,9.677511911529733,12.546526641889363,2.8690147303596305,28.902384757995605,30.40833282470703,344.3994189273882,121.39298248291016,0.3844,1.8652,0.4841,369.5,11.11,-0.578,nan,nan,nan
2025-07-22_tha,NONCAND,False,6.11,69.2,103.89999999999998,-2.97,5.7,25.7,8.349707795145859,10.857896810679405,2.508189015533546,30.256528854370117,44.31686019897461,311.9542292115174,161.51832580566406,1.1014,1.8496,0.5217,261.4,33.33,-0.689,nan,nan,nan
2025-07-22_thd,NONCAND,False,6.11,69.2,103.89999999999998,-2.97,5.7,21.4,8.349707795145859,10.857896810679405,2.508189015533546,49.06684684753418,40.59940719604492,321.1125053745272,132.47379302978516,1.1546,1.7668,1.0657,241.2,56.65,0.011,nan,nan,nan
2025-07-23_tha,NONCAND,False,6.37,67.5,102.0,-2.37,5.9,24.1,8.36060474052411,10.857918090647715,2.497313350123605,37.90187644958496,42.193525314331055,329.9053739973514,130.04566955566406,0.8789,1.9435,0.5196,261.3,33.31,-0.695,nan,nan,nan
2025-07-23_thd,NONCAND,False,6.48,65.7,99.60000000000002,-1.83,5.9,19.4,8.39590273482108,10.903759598856201,2.507856864035121,50.64227867126465,51.36252021789551,287.0687244950476,124.97102355957031,1.1077,1.3926,1.0518,239.2,56.1,-0.007,nan,nan,nan
2025-08-08_the,NONCAND,False,7.23,68.0,90.19999999999999,-0.02,6.8,30.0,8.445506531436633,10.91870297502043,2.473196443583797,61.50476837158203,33.17416000366211,270.14885582672184,210.98104095458984,1.1519,2.1058,1.319,225.4,70.85,-0.146,nan,nan,nan
2025-08-09_tha,NONCAND,False,5.57,65.6,129.39999999999998,-7.75,5.7,26.1,7.952798221223016,10.341758605300486,2.3889603840774694,46.94550704956055,56.93239974975586,322.45123199480065,189.2294464111328,0.8401,1.2898,0.6394,215.0,39.44,-0.836,nan,nan,nan
2025-08-09_thd,NONCAND,False,5.17,64.2,130.0,-8.27,5.4,20.0,7.985251897221658,10.407116353543254,2.421864456321596,64.0268783569336,54.16383361816406,228.7700477474405,122.34951400756836,0.6713,1.5124,0.5067,195.1,42.98,-0.682,nan,nan,nan
2025-08-09_the,NONCAND,False,5.8,65.6,128.89999999999998,-7.59,5.7,20.9,7.920277721164095,10.299469193199533,2.379191472035438,74.72269821166992,51.81106185913086,329.9279748828559,165.54512786865234,0.8239,1.8372,0.6085,225.6,61.56,-0.405,nan,nan,nan
